family,src,target,w,h,p_H1,p_H2,slope_H1,slope_H2,t_H1,t_H2,found,rep
行业 → 行业,Autos,Food,1,1,0.3914,0.3284,-0.0388,-0.033,-0.857,-0.9773,False,False
行业 → 行业,Autos,Food,1,3,0.5199,0.3419,-0.0688,0.0571,-0.6435,0.9504,False,False
行业 → 行业,Autos,Food,1,6,0.9125,0.7146,-0.017,-0.03,-0.1098,-0.3657,False,False
行业 → 行业,Autos,Food,3,1,0.4777,0.6344,-0.0217,0.0089,-0.7101,0.4756,False,False
行业 → 行业,Autos,Food,3,3,0.6662,0.907,-0.0316,-0.0064,-0.4314,-0.1168,False,False
行业 → 行业,Autos,Food,3,6,0.8859,0.5576,0.0178,-0.0477,0.1434,-0.5865,False,False
行业 → 行业,Autos,Food,6,1,0.7607,0.6303,-0.0062,-0.0067,-0.3046,-0.4813,False,False
行业 → 行业,Autos,Food,6,3,0.9948,0.7033,-0.0004,-0.0149,-0.0065,-0.3809,False,False
行业 → 行业,Autos,Food,6,6,0.861,0.4912,0.0168,-0.0412,0.1751,-0.6884,False,False
行业 → 行业,Autos,Fun,1,1,0.9098,0.3363,0.0077,0.0443,0.1133,0.9614,False,False
行业 → 行业,Autos,Fun,1,3,0.5928,0.9215,-0.0691,-0.0091,-0.5347,-0.0985,False,False
行业 → 行业,Autos,Fun,1,6,0.0758,0.6651,-0.2995,0.0613,-1.7756,0.4329,False,False
行业 → 行业,Autos,Fun,3,1,0.3736,0.986,-0.0296,0.0005,-0.8897,0.0176,False,False
行业 → 行业,Autos,Fun,3,3,0.1305,0.7352,-0.1341,0.0273,-1.512,0.3382,False,False
行业 → 行业,Autos,Fun,3,6,0.0332,0.9632,-0.3043,-0.0064,-2.1302,-0.0461,False,False
行业 → 行业,Autos,Fun,6,1,0.0576,0.9039,-0.0472,0.0026,-1.899,0.1208,False,False
行业 → 行业,Autos,Fun,6,3,0.0805,0.7635,-0.127,-0.0198,-1.748,-0.3008,False,False
行业 → 行业,Autos,Fun,6,6,0.4559,0.705,-0.0935,-0.0402,-0.7456,-0.3786,False,False
行业 → 行业,Autos,Gold,1,1,0.6787,0.6313,-0.0599,-0.0433,-0.4143,-0.4799,False,False
行业 → 行业,Autos,Gold,1,3,0.9476,0.8692,0.0215,0.0238,0.0657,0.1647,False,False
行业 → 行业,Autos,Gold,1,6,0.6607,0.9845,0.1784,0.0039,0.439,0.0195,False,False
行业 → 行业,Autos,Gold,3,1,0.8873,0.6625,0.0133,-0.0221,0.1418,-0.4364,False,False
行业 → 行业,Autos,Gold,3,3,0.4498,0.7163,0.1586,0.0439,0.7557,0.3635,False,False
行业 → 行业,Autos,Gold,3,6,0.4007,0.7819,0.2421,-0.0518,0.8403,-0.2769,False,False
行业 → 行业,Autos,Gold,6,1,0.447,0.6346,0.0457,-0.0167,0.7604,-0.4752,False,False
行业 → 行业,Autos,Gold,6,3,0.3509,0.9004,0.1319,-0.0117,0.9329,-0.1252,False,False
行业 → 行业,Autos,Gold,6,6,0.9149,0.5956,-0.0262,-0.0649,-0.1069,-0.5307,False,False
行业 → 行业,Autos,Guns,1,1,0.7365,0.4254,0.021,-0.0346,0.3365,-0.7971,False,False
行业 → 行业,Autos,Guns,1,3,0.776,0.237,-0.0304,-0.098,-0.2846,-1.1826,False,False
行业 → 行业,Autos,Guns,1,6,0.2945,0.181,0.1501,-0.1688,1.0483,-1.3376,False,False
行业 → 行业,Autos,Guns,3,1,0.9317,0.1541,-0.0027,-0.0396,-0.0857,-1.4253,False,False
行业 → 行业,Autos,Guns,3,3,0.5409,0.6912,0.0445,-0.0311,0.6115,-0.3973,False,False
行业 → 行业,Autos,Guns,3,6,0.1445,0.4972,0.1566,-0.087,1.4592,-0.6789,False,False
行业 → 行业,Autos,Guns,6,1,0.2237,0.0891,0.0224,-0.0312,1.2167,-1.7003,False,False
行业 → 行业,Autos,Guns,6,3,0.1887,0.506,0.0651,-0.0399,1.3146,-0.6651,False,False
行业 → 行业,Autos,Guns,6,6,0.1354,0.1829,0.1354,-0.1225,1.493,-1.3317,False,False
行业 → 行业,Autos,Hardw,1,1,0.2749,0.127,0.0651,-0.0747,1.0918,-1.526,False,False
行业 → 行业,Autos,Hardw,1,3,0.2904,0.1537,0.1094,-0.1232,1.0572,-1.4265,False,False
行业 → 行业,Autos,Hardw,1,6,0.4195,0.5219,0.1336,-0.0703,0.8073,-0.6404,False,False
行业 → 行业,Autos,Hardw,3,1,0.4029,0.1271,0.0253,-0.0439,0.8365,-1.5256,False,False
行业 → 行业,Autos,Hardw,3,3,0.6587,0.2674,0.0329,-0.0671,0.4416,-1.1091,False,False
行业 → 行业,Autos,Hardw,3,6,0.784,0.7413,0.0336,0.0327,0.2741,0.3302,False,False
行业 → 行业,Autos,Hardw,6,1,0.5609,0.5278,0.0124,-0.0116,0.5815,-0.6314,False,False
行业 → 行业,Autos,Hardw,6,3,0.9442,0.8831,0.0041,0.0072,0.0699,0.1471,False,False
行业 → 行业,Autos,Hardw,6,6,0.8322,0.4005,0.0221,0.0806,0.2119,0.8407,False,False
行业 → 行业,Autos,Hlth,1,1,0.3142,0.7668,-0.0972,0.0119,-1.0065,0.2965,False,False
行业 → 行业,Autos,Hlth,1,3,0.1779,0.8435,-0.2502,0.0125,-1.3474,0.1974,False,False
行业 → 行业,Autos,Hlth,1,6,0.4391,0.6613,-0.2003,0.0396,-0.7736,0.4381,False,False
行业 → 行业,Autos,Hlth,3,1,0.1552,0.9239,-0.07,0.002,-1.4215,0.0956,False,False
行业 → 行业,Autos,Hlth,3,3,0.285,0.9219,-0.1186,0.0047,-1.0691,0.098,False,False
行业 → 行业,Autos,Hlth,3,6,0.5934,0.5756,-0.1097,-0.0378,-0.5339,-0.5599,False,False
行业 → 行业,Autos,Hlth,6,1,0.3866,0.8809,-0.026,0.0021,-0.8658,0.1499,False,False
行业 → 行业,Autos,Hlth,6,3,0.7654,0.4754,-0.0268,-0.0247,-0.2984,-0.7137,False,False
行业 → 行业,Autos,Hlth,6,6,0.7327,0.2628,0.0572,-0.0606,0.3416,-1.1198,False,False
行业 → 行业,Autos,Hshld,1,1,0.9037,0.7629,-0.0054,-0.0096,-0.121,-0.3017,False,False
行业 → 行业,Autos,Hshld,1,3,0.6196,0.211,0.0408,0.0686,0.4964,1.2507,False,False
行业 → 行业,Autos,Hshld,1,6,0.7394,0.9783,0.0333,-0.002,0.3327,-0.0272,False,False
行业 → 行业,Autos,Hshld,3,1,0.7226,0.5564,0.0084,0.0117,0.355,0.5882,False,False
行业 → 行业,Autos,Hshld,3,3,0.8107,0.9003,-0.0137,0.0054,-0.2395,0.1253,False,False
行业 → 行业,Autos,Hshld,3,6,0.9318,0.5648,-0.0064,-0.0416,-0.0855,-0.5757,False,False
行业 → 行业,Autos,Hshld,6,1,0.9359,0.8049,0.0013,-0.0037,0.0804,-0.247,False,False
行业 → 行业,Autos,Hshld,6,3,0.8267,0.7567,-0.0086,-0.0113,-0.219,-0.3098,False,False
行业 → 行业,Autos,Hshld,6,6,0.9778,0.4085,-0.0016,-0.0499,-0.0278,-0.8266,False,False
行业 → 行业,Autos,Insur,1,1,0.1432,0.5629,-0.0736,-0.0184,-1.4638,-0.5786,False,False
行业 → 行业,Autos,Insur,1,3,0.5918,0.0755,-0.0505,0.0832,-0.5363,1.7773,False,False
行业 → 行业,Autos,Insur,1,6,0.3371,0.8966,0.1262,-0.0097,0.9598,-0.1299,False,False
行业 → 行业,Autos,Insur,3,1,0.6012,0.1071,-0.0136,0.0252,-0.5226,1.6112,False,False
行业 → 行业,Autos,Insur,3,3,0.7658,0.1138,0.0189,0.0689,0.2979,1.5814,False,False
行业 → 行业,Autos,Insur,3,6,0.2149,0.5913,0.1367,0.0336,1.2402,0.5369,False,False
行业 → 行业,Autos,Insur,6,1,0.4115,0.8455,0.0155,0.0022,0.8213,0.1948,False,False
行业 → 行业,Autos,Insur,6,3,0.2014,0.4158,0.0672,0.0254,1.2775,0.8137,False,False
行业 → 行业,Autos,Insur,6,6,0.0798,0.849,0.1596,-0.0085,1.752,-0.1904,False,False
行业 → 行业,Autos,LabEq,1,1,0.4585,0.6488,0.0419,-0.0166,0.7413,-0.4555,False,False
行业 → 行业,Autos,LabEq,1,3,0.3465,0.5513,-0.0805,-0.0281,-0.9413,-0.5958,False,False
行业 → 行业,Autos,LabEq,1,6,0.041,0.7358,-0.2565,-0.0247,-2.0431,-0.3374,False,False
行业 → 行业,Autos,LabEq,3,1,0.5301,0.453,-0.0182,-0.0127,-0.6279,-0.7504,False,False
行业 → 行业,Autos,LabEq,3,3,0.0107,0.0768,-0.1463,-0.0653,-2.5522,-1.7698,False,False
行业 → 行业,Autos,LabEq,3,6,0.0085,0.3053,-0.2685,-0.0593,-2.6323,-1.0252,False,False
行业 → 行业,Autos,LabEq,6,1,0.089,0.7955,-0.0301,-0.003,-1.7008,-0.2591,False,False
行业 → 行业,Autos,LabEq,6,3,0.0151,0.3156,-0.1179,-0.0276,-2.4304,-1.0035,False,False
行业 → 行业,Autos,LabEq,6,6,0.0417,0.8915,-0.1553,0.0068,-2.036,0.1364,False,False
行业 → 行业,Autos,Mach,1,1,0.1032,0.4143,0.0609,0.0239,1.6297,0.8164,False,False
行业 → 行业,Autos,Mach,1,3,0.1458,0.6744,0.1174,0.0206,1.4544,0.4201,False,False
行业 → 行业,Autos,Mach,1,6,0.9856,0.3204,-0.0025,0.0744,-0.018,0.9937,False,False
行业 → 行业,Autos,Mach,3,1,0.1568,0.5338,0.0312,0.0102,1.4158,0.6223,False,False
行业 → 行业,Autos,Mach,3,3,0.6304,0.5497,0.0293,0.0272,0.4811,0.5982,False,False
行业 → 行业,Autos,Mach,3,6,0.8294,0.33,-0.0224,0.0654,-0.2155,0.9741,False,False
行业 → 行业,Autos,Mach,6,1,0.8375,0.269,0.0032,0.0131,0.2051,1.1054,False,False
行业 → 行业,Autos,Mach,6,3,0.8532,0.4856,-0.0083,0.0217,-0.185,0.6973,False,False
行业 → 行业,Autos,Mach,6,6,0.909,0.2371,-0.0084,0.0558,-0.1143,1.1823,False,False
行业 → 行业,Autos,Meals,1,1,0.5966,0.673,-0.0275,0.0088,-0.5293,0.422,False,False
行业 → 行业,Autos,Meals,1,3,0.7814,0.5614,-0.0282,0.0254,-0.2775,0.5807,False,False
行业 → 行业,Autos,Meals,1,6,0.4153,0.2559,-0.114,-0.0704,-0.8147,-1.1362,False,False
行业 → 行业,Autos,Meals,3,1,0.7529,0.5735,-0.0089,0.0083,-0.3148,0.5629,False,False
行业 → 行业,Autos,Meals,3,3,0.608,0.2254,-0.0378,-0.0455,-0.513,-1.2124,False,False
行业 → 行业,Autos,Meals,3,6,0.2417,0.194,-0.1261,-0.0695,-1.1707,-1.299,False,False
行业 → 行业,Autos,Meals,6,1,0.2443,0.2183,-0.024,-0.0121,-1.1644,-1.2311,False,False
行业 → 行业,Autos,Meals,6,3,0.29,0.1991,-0.0573,-0.0327,-1.0581,-1.2841,False,False
行业 → 行业,Autos,Meals,6,6,0.5439,0.0731,-0.0519,-0.0633,-0.607,-1.7923,False,False
行业 → 行业,Autos,MedEq,1,1,0.1345,0.491,-0.0865,0.0192,-1.4965,0.6887,False,False
行业 → 行业,Autos,MedEq,1,3,0.1818,0.5194,-0.1536,0.0333,-1.3354,0.6443,False,False
行业 → 行业,Autos,MedEq,1,6,0.0582,0.9821,-0.2951,-0.0015,-1.8939,-0.0225,False,False
行业 → 行业,Autos,MedEq,3,1,0.1864,0.7926,-0.0442,0.0046,-1.3212,0.2629,False,False
行业 → 行业,Autos,MedEq,3,3,0.0396,0.3411,-0.1534,-0.0343,-2.0581,-0.952,False,False
行业 → 行业,Autos,MedEq,3,6,0.0511,0.3706,-0.2398,-0.0514,-1.9504,-0.8953,False,False
行业 → 行业,Autos,MedEq,6,1,0.0196,0.8854,-0.0453,-0.0016,-2.3337,-0.1441,False,False
行业 → 行业,Autos,MedEq,6,3,0.019,0.3917,-0.1238,-0.0239,-2.3459,-0.8566,False,False
行业 → 行业,Autos,MedEq,6,6,0.0172,0.3828,-0.2076,-0.0415,-2.3814,-0.8728,False,False
行业 → 行业,Autos,Mines,1,1,0.8177,0.395,-0.0161,0.0392,-0.2306,0.8505,False,False
行业 → 行业,Autos,Mines,1,3,0.8927,0.4242,0.0185,0.0668,0.1349,0.7992,False,False
行业 → 行业,Autos,Mines,1,6,0.8047,0.1244,-0.0474,0.1862,-0.2473,1.5364,False,False
行业 → 行业,Autos,Mines,3,1,0.9296,0.3842,-0.0036,0.0247,-0.0884,0.8703,False,False
行业 → 行业,Autos,Mines,3,3,0.9095,0.0626,-0.0108,0.1187,-0.1137,1.8619,False,False
行业 → 行业,Autos,Mines,3,6,0.7779,0.2136,0.0392,0.1195,0.2821,1.2437,False,False
行业 → 行业,Autos,Mines,6,1,0.9836,0.185,0.0006,0.0266,0.0205,1.3255,False,False
行业 → 行业,Autos,Mines,6,3,0.7735,0.2899,0.0185,0.0489,0.2878,1.0583,False,False
行业 → 行业,Autos,Mines,6,6,0.9185,0.4676,0.0098,0.0574,0.1024,0.7265,False,False
行业 → 行业,Autos,Oil,1,1,0.4604,0.3991,-0.0527,-0.042,-0.7382,-0.8432,False,False
行业 → 行业,Autos,Oil,1,3,0.3443,0.3066,0.1484,0.0972,0.9458,1.0223,False,False
行业 → 行业,Autos,Oil,1,6,0.1938,0.6142,0.2716,0.0613,1.2993,0.5041,False,False
行业 → 行业,Autos,Oil,3,1,0.3844,0.4677,0.0378,0.0247,0.8698,0.7262,False,False
行业 → 行业,Autos,Oil,3,3,0.1143,0.5268,0.1749,0.044,1.5792,0.6329,False,False
行业 → 行业,Autos,Oil,3,6,0.2064,0.4793,0.1957,0.0705,1.2635,0.7074,False,False
行业 → 行业,Autos,Oil,6,1,0.1254,0.5448,0.0448,0.0139,1.5323,0.6056,False,False
行业 → 行业,Autos,Oil,6,3,0.2911,0.2525,0.0849,0.0594,1.0558,1.1443,False,False
行业 → 行业,Autos,Oil,6,6,0.8505,0.1757,0.0218,0.0932,0.1885,1.354,False,False
行业 → 行业,Autos,Paper,1,1,0.9641,0.2975,-0.0024,-0.0295,-0.045,-1.0419,False,False
行业 → 行业,Autos,Paper,1,3,0.5761,0.3372,-0.0482,0.0477,-0.5591,0.9597,False,False
行业 → 行业,Autos,Paper,1,6,0.1794,0.8022,-0.1524,-0.0164,-1.3427,-0.2505,False,False
行业 → 行业,Autos,Paper,3,1,0.5925,0.527,-0.0133,0.0109,-0.5351,0.6326,False,False
行业 → 行业,Autos,Paper,3,3,0.313,0.4877,-0.0519,0.0284,-1.0089,0.694,False,False
行业 → 行业,Autos,Paper,3,6,0.2375,0.7019,-0.0872,-0.021,-1.1812,-0.3828,False,False
行业 → 行业,Autos,Paper,6,1,0.1711,0.8024,-0.0202,-0.0027,-1.3685,-0.2503,False,False
行业 → 行业,Autos,Paper,6,3,0.1868,0.8023,-0.045,-0.007,-1.3201,-0.2504,False,False
行业 → 行业,Autos,Paper,6,6,0.1283,0.347,-0.0959,-0.0339,-1.521,-0.9404,False,False
行业 → 行业,Autos,PerSv,1,1,0.7896,0.0261,-0.0151,-0.0725,-0.2668,-2.2245,False,False
行业 → 行业,Autos,PerSv,1,3,0.9198,0.0297,0.0118,-0.1203,0.1007,-2.1737,False,False
行业 → 行业,Autos,PerSv,1,6,0.7181,0.1901,0.0525,-0.1061,0.361,-1.3104,False,False
行业 → 行业,Autos,PerSv,3,1,0.9528,0.0233,0.0021,-0.0428,0.0591,-2.2683,False,False
行业 → 行业,Autos,PerSv,3,3,0.9341,0.2335,0.0059,-0.0552,0.0827,-1.1913,False,False
行业 → 行业,Autos,PerSv,3,6,0.8091,0.4504,0.0242,-0.0515,0.2415,-0.7547,False,False
行业 → 行业,Autos,PerSv,6,1,0.5727,0.1315,0.0104,-0.0181,0.5641,-1.5084,False,False
行业 → 行业,Autos,PerSv,6,3,0.4935,0.3972,0.0315,-0.0272,0.6847,-0.8467,False,False
行业 → 行业,Autos,PerSv,6,6,0.7841,0.3529,0.0204,-0.0435,0.274,-0.929,False,False
行业 → 行业,Autos,RlEst,1,1,0.6387,0.0274,-0.03,0.0858,-0.4695,2.2054,False,False
行业 → 行业,Autos,RlEst,1,3,0.5433,0.1803,-0.0668,0.0955,-0.6078,1.3399,False,False
行业 → 行业,Autos,RlEst,1,6,0.8261,0.5791,0.036,0.0579,0.2197,0.5548,False,False
行业 → 行业,Autos,RlEst,3,1,0.7795,0.0565,-0.0092,0.0412,-0.28,1.9072,False,False
行业 → 行业,Autos,RlEst,3,3,0.8722,0.3494,-0.0125,0.0551,-0.1608,0.9357,False,False
行业 → 行业,Autos,RlEst,3,6,0.6021,0.7361,0.063,0.0346,0.5214,0.337,False,False
行业 → 行业,Autos,RlEst,6,1,0.5211,0.3488,0.0134,0.0171,0.6416,0.937,False,False
行业 → 行业,Autos,RlEst,6,3,0.4503,0.746,0.0417,0.0177,0.755,0.324,False,False
行业 → 行业,Autos,RlEst,6,6,0.1066,0.9599,0.1576,0.0047,1.6137,0.0503,False,False
行业 → 行业,Autos,Rtail,1,1,0.1005,0.2517,0.0723,-0.035,1.6425,-1.1462,False,False
行业 → 行业,Autos,Rtail,1,3,0.4248,0.126,0.0764,-0.077,0.7982,-1.5299,False,False
行业 → 行业,Autos,Rtail,1,6,0.576,0.0725,0.079,-0.133,0.5592,-1.7959,False,False
行业 → 行业,Autos,Rtail,3,1,0.4102,0.1741,0.0229,-0.0252,0.8235,-1.3591,False,False
行业 → 行业,Autos,Rtail,3,3,0.5319,0.0197,0.041,-0.0995,0.6252,-2.3324,False,False
行业 → 行业,Autos,Rtail,3,6,0.9707,0.0612,-0.0044,-0.1268,-0.0367,-1.8723,False,False
行业 → 行业,Autos,Rtail,6,1,0.8529,0.0421,0.0034,-0.0255,0.1854,-2.033,False,False
行业 → 行业,Autos,Rtail,6,3,0.8519,0.0366,-0.0106,-0.0679,-0.1867,-2.0897,False,False
行业 → 行业,Autos,Rtail,6,6,0.8703,0.0569,-0.0158,-0.0906,-0.1632,-1.9042,False,False
行业 → 行业,Autos,Rubbr,1,1,0.3993,0.4236,0.0341,0.0208,0.8429,0.8002,False,False
行业 → 行业,Autos,Rubbr,1,3,0.1002,0.6503,0.1002,-0.0256,1.6438,-0.4533,False,False
行业 → 行业,Autos,Rubbr,1,6,0.6946,0.9805,0.038,0.0019,0.3926,0.0245,False,False
行业 → 行业,Autos,Rubbr,3,1,0.0639,0.7495,0.0338,-0.006,1.8531,-0.3193,False,False
行业 → 行业,Autos,Rubbr,3,3,0.1802,0.6849,0.0629,-0.0211,1.3402,-0.4058,False,False
行业 → 行业,Autos,Rubbr,3,6,0.9638,0.9943,0.0037,-0.0005,0.0454,-0.0072,False,False
行业 → 行业,Autos,Rubbr,6,1,0.6751,0.9716,0.0056,0.0004,0.4191,0.0356,False,False
行业 → 行业,Autos,Rubbr,6,3,0.9547,0.6952,0.0022,-0.0127,0.0568,-0.3918,False,False
行业 → 行业,Autos,Rubbr,6,6,0.8956,0.8685,0.0092,-0.0071,0.1312,-0.1656,False,False
行业 → 行业,Autos,Ships,1,1,0.3318,0.397,0.08,0.0284,0.9704,0.8471,False,False
行业 → 行业,Autos,Ships,1,3,0.909,0.8522,0.0168,0.0105,0.1144,0.1863,False,False
行业 → 行业,Autos,Ships,1,6,0.8177,0.3899,-0.0448,0.0753,-0.2304,0.8599,False,False
行业 → 行业,Autos,Ships,3,1,0.9071,0.7856,-0.0049,0.0057,-0.1167,0.272,False,False
行业 → 行业,Autos,Ships,3,3,0.5783,0.1686,-0.0523,0.0722,-0.5559,1.3766,False,False
行业 → 行业,Autos,Ships,3,6,0.9294,0.2774,-0.0132,0.0806,-0.0886,1.0862,False,False
行业 → 行业,Autos,Ships,6,1,0.7533,0.3882,-0.009,0.0131,-0.3143,0.8628,False,False
行业 → 行业,Autos,Ships,6,3,0.7952,0.268,-0.0194,0.0425,-0.2596,1.1078,False,False
行业 → 行业,Autos,Ships,6,6,0.3389,0.5689,0.1166,0.0312,0.9563,0.5697,False,False
行业 → 行业,Autos,Smoke,1,1,0.0896,0.6764,-0.1229,0.0206,-1.6973,0.4174,False,False
行业 → 行业,Autos,Smoke,1,3,0.4865,0.2572,0.106,0.0981,0.6959,1.1331,False,False
行业 → 行业,Autos,Smoke,1,6,0.5085,0.4465,0.1418,0.1022,0.6612,0.7612,False,False
行业 → 行业,Autos,Smoke,3,1,0.4921,0.2872,0.0308,0.0308,0.687,1.0643,False,False
行业 → 行业,Autos,Smoke,3,3,0.1171,0.5477,0.1574,0.0499,1.5672,0.6013,False,False
行业 → 行业,Autos,Smoke,3,6,0.1346,0.6973,0.2362,0.0485,1.4964,0.389,False,False
行业 → 行业,Autos,Smoke,6,1,0.6939,0.4171,0.0103,0.0184,0.3936,0.8115,False,False
行业 → 行业,Autos,Smoke,6,3,0.2656,0.6083,0.0775,0.0326,1.1133,0.5125,False,False
行业 → 行业,Autos,Smoke,6,6,0.4886,0.5631,0.0795,-0.0479,0.6926,-0.5783,False,False
行业 → 行业,Autos,Soda,1,1,0.472,0.6228,0.0541,-0.0196,0.7192,-0.4919,False,False
行业 → 行业,Autos,Soda,1,3,0.2219,0.9452,0.1644,0.0049,1.2215,0.0688,False,False
行业 → 行业,Autos,Soda,1,6,0.6213,0.9541,0.0971,-0.0062,0.494,-0.0575,False,False
行业 → 行业,Autos,Soda,3,1,0.2413,0.8154,0.0463,-0.0056,1.1717,-0.2335,False,False
行业 → 行业,Autos,Soda,3,3,0.3254,0.9319,0.0915,0.0054,0.9834,0.0854,False,False
行业 → 行业,Autos,Soda,3,6,0.9713,0.9058,-0.005,0.0132,-0.036,0.1183,False,False
行业 → 行业,Autos,Soda,6,1,0.5855,0.833,0.0144,-0.0039,0.5454,-0.2109,False,False
行业 → 行业,Autos,Soda,6,3,0.9452,0.9409,0.0046,0.0041,0.0688,0.0742,False,False
行业 → 行业,Autos,Soda,6,6,0.8764,0.8847,0.0175,-0.0132,0.1556,-0.145,False,False
行业 → 行业,Autos,Softw,1,1,0.7507,0.2179,-0.0455,-0.0521,-0.3178,-1.2321,False,False
行业 → 行业,Autos,Softw,1,3,0.0631,0.1043,-0.4855,-0.096,-1.8582,-1.6243,False,False
行业 → 行业,Autos,Softw,1,6,0.1065,0.4885,-0.5067,-0.0751,-1.614,-0.6927,False,False
行业 → 行业,Autos,Softw,3,1,0.0363,0.0581,-0.1519,-0.035,-2.0939,-1.8951,False,False
行业 → 行业,Autos,Softw,3,3,0.0259,0.0644,-0.3408,-0.0905,-2.2277,-1.8495,False,False
行业 → 行业,Autos,Softw,3,6,0.1002,0.5961,-0.3672,-0.0508,-1.6441,-0.53,False,False
行业 → 行业,Autos,Softw,6,1,0.0591,0.3621,-0.0859,-0.0157,-1.8871,-0.9114,False,False
行业 → 行业,Autos,Softw,6,3,0.1096,0.4375,-0.1671,-0.0335,-1.6001,-0.7765,False,False
行业 → 行业,Autos,Softw,6,6,0.2031,0.9089,-0.2507,0.0086,-1.2728,0.1144,False,False
行业 → 行业,Autos,Steel,1,1,0.1773,0.9595,0.0771,-0.0027,1.349,-0.0507,False,False
行业 → 行业,Autos,Steel,1,3,0.4851,0.6679,0.0863,-0.0457,0.6981,-0.4291,False,False
行业 → 行业,Autos,Steel,1,6,0.6878,0.1043,-0.0672,0.2143,-0.4018,1.6245,False,False
行业 → 行业,Autos,Steel,3,1,0.5677,0.9812,0.02,-0.0008,0.5714,-0.0235,False,False
行业 → 行业,Autos,Steel,3,3,0.7908,0.0671,-0.0215,0.1295,-0.2652,1.8312,False,False
行业 → 行业,Autos,Steel,3,6,0.9705,0.0178,-0.0046,0.2734,-0.037,2.37,False,False
行业 → 行业,Autos,Steel,6,1,0.7341,0.1279,-0.008,0.0297,-0.3397,1.5224,False,False
行业 → 行业,Autos,Steel,6,3,0.968,0.0217,-0.0024,0.1191,-0.0402,2.2962,False,False
行业 → 行业,Autos,Steel,6,6,0.882,0.0136,-0.0137,0.2225,-0.1484,2.4685,False,False
行业 → 行业,Autos,Telcm,1,1,0.2773,0.0056,0.0664,-0.0879,1.0865,-2.7676,False,False
行业 → 行业,Autos,Telcm,1,3,0.1444,0.8653,0.169,0.0085,1.4595,0.1696,False,False
行业 → 行业,Autos,Telcm,1,6,0.0394,0.9743,0.3089,-0.0025,2.0603,-0.0322,False,False
行业 → 行业,Autos,Telcm,3,1,0.1132,0.9188,0.0519,0.0018,1.5838,0.102,False,False
行业 → 行业,Autos,Telcm,3,3,0.1041,0.5212,0.1135,0.0281,1.6252,0.6414,False,False
行业 → 行业,Autos,Telcm,3,6,0.0235,0.3632,0.27,0.061,2.2646,0.9094,False,False
行业 → 行业,Autos,Telcm,6,1,0.0476,0.879,0.0428,0.0019,1.9811,0.1523,False,False
行业 → 行业,Autos,Telcm,6,3,0.0468,0.2455,0.1144,0.0425,1.9882,1.1613,False,False
行业 → 行业,Autos,Telcm,6,6,0.1402,0.7154,0.1553,0.0218,1.4752,0.3645,False,False
行业 → 行业,Autos,Toys,1,1,0.5816,0.2353,0.0366,0.0517,0.5511,1.1868,False,False
行业 → 行业,Autos,Toys,1,3,0.608,0.6642,0.0613,0.0391,0.513,0.4341,False,False
行业 → 行业,Autos,Toys,1,6,0.9646,0.6205,0.0071,0.0751,0.0444,0.4951,False,False
行业 → 行业,Autos,Toys,3,1,0.7772,0.5514,0.0104,0.0181,0.2829,0.5956,False,False
行业 → 行业,Autos,Toys,3,3,0.5176,0.9675,0.0465,-0.0035,0.647,-0.0407,False,False
行业 → 行业,Autos,Toys,3,6,0.846,0.8676,0.0234,0.0208,0.1943,0.1668,False,False
行业 → 行业,Autos,Toys,6,1,0.9905,0.5201,0.0003,0.0155,0.0119,0.6432,False,False
行业 → 行业,Autos,Toys,6,3,0.6265,0.7847,0.0269,0.0164,0.4867,0.2732,False,False
行业 → 行业,Autos,Toys,6,6,0.962,0.9502,-0.0043,0.0056,-0.0477,0.0625,False,False
行业 → 行业,Autos,Trans,1,1,0.2791,0.2592,0.0486,-0.0267,1.0824,-1.1282,False,False
行业 → 行业,Autos,Trans,1,3,0.9551,0.5099,-0.0041,-0.0255,-0.0563,-0.659,False,False
行业 → 行业,Autos,Trans,1,6,0.5205,0.3371,-0.0628,-0.045,-0.6425,-0.9599,False,False
行业 → 行业,Autos,Trans,3,1,0.7383,0.591,0.0069,-0.0074,0.3341,-0.5374,False,False
行业 → 行业,Autos,Trans,3,3,0.4534,0.9643,-0.0336,0.0014,-0.7498,0.0448,False,False
行业 → 行业,Autos,Trans,3,6,0.7973,0.596,-0.0189,-0.0197,-0.2568,-0.5302,False,False
行业 → 行业,Autos,Trans,6,1,0.8366,0.5261,-0.003,-0.0056,-0.2063,-0.634,False,False
行业 → 行业,Autos,Trans,6,3,0.8221,0.5399,-0.0079,-0.0134,-0.2249,-0.613,False,False
行业 → 行业,Autos,Trans,6,6,0.6679,0.4075,0.0247,-0.0272,0.429,-0.8283,False,False
行业 → 行业,Autos,Txtls,1,1,0.0004,0.3744,0.1984,0.0531,3.5274,0.8882,True,False
行业 → 行业,Autos,Txtls,1,3,0.0692,0.6792,0.1796,0.0384,1.8172,0.4135,False,False
行业 → 行业,Autos,Txtls,1,6,0.8732,0.9714,0.0222,-0.005,0.1595,-0.0358,False,False
行业 → 行业,Autos,Txtls,3,1,0.0602,0.4235,0.055,0.0279,1.8796,0.8004,False,False
行业 → 行业,Autos,Txtls,3,3,0.3998,0.4027,0.0557,0.0693,0.842,0.8367,False,False
行业 → 行业,Autos,Txtls,3,6,0.2571,0.6635,-0.1239,0.059,-1.1333,0.4351,False,False
行业 → 行业,Autos,Txtls,6,1,0.6877,0.7841,0.0075,0.0075,0.4019,0.274,False,False
