family,src,target,w,h,p_H1,p_H2,slope_H1,slope_H2,t_H1,t_H2,found,rep
行业 → 行业,Soda,Whlsl,3,1,0.7951,0.2423,-0.0036,-0.021,-0.2597,-1.1693,False,False
行业 → 行业,Soda,Whlsl,3,3,0.6892,0.0512,0.0132,-0.065,0.3999,-1.9502,False,False
行业 → 行业,Soda,Whlsl,3,6,0.3486,0.0334,0.0459,-0.1115,0.9373,-2.1277,False,False
行业 → 行业,Soda,Whlsl,6,1,0.8395,0.0592,0.002,-0.0217,0.2025,-1.8867,False,False
行业 → 行业,Soda,Whlsl,6,3,0.4333,0.0302,0.0203,-0.0573,0.7835,-2.1678,False,False
行业 → 行业,Soda,Whlsl,6,6,0.7339,0.0475,0.0155,-0.0924,0.3399,-1.9815,False,False
行业 → 行业,Softw,Aero,1,1,0.5275,0.1965,0.0177,0.0625,0.6318,1.2917,False,False
行业 → 行业,Softw,Aero,1,3,0.9402,0.3383,0.0036,0.0872,0.075,0.9576,False,False
行业 → 行业,Softw,Aero,1,6,0.8752,0.7729,0.0109,-0.042,0.157,-0.2886,False,False
行业 → 行业,Softw,Aero,3,1,0.9496,0.6101,-0.001,0.0152,-0.0632,0.51,False,False
行业 → 行业,Softw,Aero,3,3,0.836,0.6786,0.0068,-0.0224,0.207,-0.4143,False,False
行业 → 行业,Softw,Aero,3,6,0.7291,0.972,0.0198,0.0043,0.3463,0.0352,False,False
行业 → 行业,Softw,Aero,6,1,0.8358,0.6072,0.002,-0.0102,0.2073,-0.5141,False,False
行业 → 行业,Softw,Aero,6,3,0.6901,0.903,0.0102,0.0062,0.3987,0.1219,False,False
行业 → 行业,Softw,Aero,6,6,0.788,0.3556,-0.0132,0.0821,-0.269,0.9238,False,False
行业 → 行业,Softw,Agric,1,1,0.5424,0.0666,0.0166,-0.1054,0.6092,-1.8345,False,False
行业 → 行业,Softw,Agric,1,3,0.8019,0.0406,-0.0123,-0.1929,-0.2509,-2.0478,False,False
行业 → 行业,Softw,Agric,1,6,0.4774,0.0465,-0.0434,-0.2366,-0.7104,-1.991,False,False
行业 → 行业,Softw,Agric,3,1,0.6837,0.0709,-0.006,-0.0614,-0.4074,-1.8064,False,False
行业 → 行业,Softw,Agric,3,3,0.3497,0.0829,-0.0351,-0.132,-0.9353,-1.7339,False,False
行业 → 行业,Softw,Agric,3,6,0.3585,0.0421,-0.0544,-0.2129,-0.9183,-2.0326,False,False
行业 → 行业,Softw,Agric,6,1,0.4698,0.0225,-0.0067,-0.0402,-0.7227,-2.2819,False,False
行业 → 行业,Softw,Agric,6,3,0.346,0.0246,-0.0259,-0.0912,-0.9425,-2.2479,False,False
行业 → 行业,Softw,Agric,6,6,0.3786,0.0221,-0.0454,-0.1591,-0.8805,-2.2879,False,False
行业 → 行业,Softw,Autos,1,1,0.0898,0.0107,-0.0351,0.1951,-1.6966,2.5509,False,False
行业 → 行业,Softw,Autos,1,3,0.4253,0.1184,-0.0355,0.1937,-0.7972,1.5617,False,False
行业 → 行业,Softw,Autos,1,6,0.9058,0.0731,-0.0082,0.3661,-0.1183,1.7919,False,False
行业 → 行业,Softw,Autos,3,1,0.483,0.1009,-0.0099,0.0782,-0.7015,1.6406,False,False
行业 → 行业,Softw,Autos,3,3,0.8332,0.2195,-0.0076,0.1278,-0.2106,1.228,False,False
行业 → 行业,Softw,Autos,3,6,0.7356,0.1311,0.0205,0.289,0.3377,1.5099,False,False
行业 → 行业,Softw,Autos,6,1,0.7191,0.0571,-0.0037,0.0573,-0.3596,1.9024,False,False
行业 → 行业,Softw,Autos,6,3,0.6453,0.1938,0.0126,0.1032,0.4603,1.2994,False,False
行业 → 行业,Softw,Autos,6,6,0.6262,0.2838,0.0181,0.1751,0.4871,1.0717,False,False
行业 → 行业,Softw,Banks,1,1,0.1715,0.6481,-0.0342,0.0205,-1.3675,0.4565,False,False
行业 → 行业,Softw,Banks,1,3,0.4555,0.8634,-0.035,0.0104,-0.7463,0.172,False,False
行业 → 行业,Softw,Banks,1,6,0.4746,0.2516,0.0386,-0.0977,0.715,-1.1465,False,False
行业 → 行业,Softw,Banks,3,1,0.3737,0.7777,-0.0135,-0.0062,-0.8896,-0.2823,False,False
行业 → 行业,Softw,Banks,3,3,0.9725,0.1239,0.001,-0.0681,0.0344,-1.5388,False,False
行业 → 行业,Softw,Banks,3,6,0.7757,0.0912,0.0123,-0.1179,0.2849,-1.689,False,False
行业 → 行业,Softw,Banks,6,1,0.9382,0.163,0.0007,-0.0185,0.0775,-1.3952,False,False
行业 → 行业,Softw,Banks,6,3,0.765,0.0677,0.0062,-0.0554,0.299,-1.8267,False,False
行业 → 行业,Softw,Banks,6,6,0.7534,0.2192,0.0117,-0.0634,0.3142,-1.2286,False,False
行业 → 行业,Softw,Beer,1,1,0.5373,0.3714,-0.0146,-0.052,-0.6169,-0.8938,False,False
行业 → 行业,Softw,Beer,1,3,0.8496,0.2747,0.0082,-0.1098,0.1896,-1.0923,False,False
行业 → 行业,Softw,Beer,1,6,0.1791,0.2585,0.0885,-0.1775,1.3436,-1.1299,False,False
行业 → 行业,Softw,Beer,3,1,0.8769,0.1425,0.0023,-0.0509,0.1549,-1.4665,False,False
行业 → 行业,Softw,Beer,3,3,0.6967,0.8485,0.0146,-0.017,0.3898,-0.191,False,False
行业 → 行业,Softw,Beer,3,6,0.2362,0.173,0.0651,-0.1537,1.1845,-1.3626,False,False
行业 → 行业,Softw,Beer,6,1,0.2275,0.1622,0.0116,-0.0331,1.2068,-1.3977,False,False
行业 → 行业,Softw,Beer,6,3,0.1708,0.2812,0.0344,-0.0595,1.3697,-1.0775,False,False
行业 → 行业,Softw,Beer,6,6,0.0797,0.2787,0.0843,-0.0841,1.7524,-1.0832,False,False
行业 → 行业,Softw,BldMt,1,1,0.9257,0.0392,-0.0013,0.0919,-0.0933,2.0624,False,False
行业 → 行业,Softw,BldMt,1,3,0.5826,0.3492,-0.015,0.0699,-0.5496,0.9362,False,False
行业 → 行业,Softw,BldMt,1,6,0.7818,0.5265,-0.009,0.0586,-0.277,0.6334,False,False
行业 → 行业,Softw,BldMt,3,1,0.7456,0.3633,-0.0029,0.0233,-0.3245,0.9091,False,False
行业 → 行业,Softw,BldMt,3,3,0.3795,0.825,-0.0191,0.0111,-0.8788,0.2212,False,False
行业 → 行业,Softw,BldMt,3,6,0.529,0.602,-0.0181,-0.039,-0.6295,-0.5215,False,False
行业 → 行业,Softw,BldMt,6,1,0.7983,0.746,-0.0014,0.0048,-0.2555,0.3239,False,False
行业 → 行业,Softw,BldMt,6,3,0.6367,0.4076,-0.0066,-0.0268,-0.4723,-0.8282,False,False
行业 → 行业,Softw,BldMt,6,6,0.5205,0.1061,-0.0126,-0.1,-0.6426,-1.6161,False,False
行业 → 行业,Softw,Books,1,1,0.007,0.5399,0.0462,0.0261,2.6982,0.6129,False,False
行业 → 行业,Softw,Books,1,3,0.4833,0.402,0.0207,0.057,0.7009,0.8381,False,False
行业 → 行业,Softw,Books,1,6,0.1653,0.5418,0.0686,0.0612,1.3874,0.6101,False,False
行业 → 行业,Softw,Books,3,1,0.3211,0.467,0.0107,0.0179,0.9922,0.7274,False,False
行业 → 行业,Softw,Books,3,3,0.756,0.7783,0.0078,0.0155,0.3107,0.2815,False,False
行业 → 行业,Softw,Books,3,6,0.2712,0.9164,0.0475,-0.0092,1.1004,-0.105,False,False
行业 → 行业,Softw,Books,6,1,0.227,0.6269,0.0096,0.0085,1.208,0.4861,False,False
行业 → 行业,Softw,Books,6,3,0.3706,0.9047,0.0182,0.0051,0.8954,0.1197,False,False
行业 → 行业,Softw,Books,6,6,0.4284,0.9858,0.0305,0.0013,0.7919,0.0178,False,False
行业 → 行业,Softw,Boxes,1,1,0.8823,0.6866,0.0032,-0.0182,0.148,-0.4035,False,False
行业 → 行业,Softw,Boxes,1,3,0.8766,0.4261,0.0058,-0.0661,0.1553,-0.7958,False,False
行业 → 行业,Softw,Boxes,1,6,0.9139,0.3995,-0.0052,-0.1107,-0.1082,-0.8426,False,False
行业 → 行业,Softw,Boxes,3,1,0.7289,0.4317,0.0041,-0.0213,0.3466,-0.7862,False,False
行业 → 行业,Softw,Boxes,3,3,0.9874,0.4331,-0.0004,-0.0502,-0.0158,-0.7839,False,False
行业 → 行业,Softw,Boxes,3,6,0.9021,0.3328,-0.0053,-0.1087,-0.123,-0.9685,False,False
行业 → 行业,Softw,Boxes,6,1,0.9536,0.3369,0.0005,-0.0169,0.0582,-0.9604,False,False
行业 → 行业,Softw,Boxes,6,3,0.9772,0.2583,-0.0006,-0.053,-0.0285,-1.1304,False,False
行业 → 行业,Softw,Boxes,6,6,0.6797,0.084,-0.016,-0.1413,-0.4129,-1.728,False,False
行业 → 行业,Softw,BusSv,1,1,0.0274,0.5342,0.0277,0.0196,2.2062,0.6216,False,False
行业 → 行业,Softw,BusSv,1,3,0.7527,0.0898,-0.0074,0.098,-0.3151,1.6966,False,False
行业 → 行业,Softw,BusSv,1,6,0.2674,0.3733,0.0383,0.0678,1.109,0.8904,False,False
行业 → 行业,Softw,BusSv,3,1,0.8849,0.1216,-0.0012,0.0284,-0.1448,1.548,False,False
行业 → 行业,Softw,BusSv,3,3,0.8426,0.3098,0.0041,0.0539,0.1985,1.0156,False,False
行业 → 行业,Softw,BusSv,3,6,0.2061,0.7214,0.0392,0.0225,1.2644,0.3566,False,False
行业 → 行业,Softw,BusSv,6,1,0.2524,0.3873,0.0056,0.0106,1.1445,0.8645,False,False
行业 → 行业,Softw,BusSv,6,3,0.2539,0.6317,0.0145,0.0139,1.1409,0.4793,False,False
行业 → 行业,Softw,BusSv,6,6,0.1739,0.6463,0.0346,0.0209,1.3597,0.4589,False,False
行业 → 行业,Softw,Chems,1,1,0.4087,0.8879,-0.0164,-0.0054,-0.8262,-0.141,False,False
行业 → 行业,Softw,Chems,1,3,0.8728,0.7761,0.0065,-0.0155,0.1601,-0.2844,False,False
行业 → 行业,Softw,Chems,1,6,0.4683,0.9101,-0.0359,-0.0095,-0.7253,-0.1129,False,False
行业 → 行业,Softw,Chems,3,1,0.7804,0.5355,0.0033,-0.0137,0.2789,-0.6197,False,False
行业 → 行业,Softw,Chems,3,3,0.8885,0.9764,0.0044,0.0013,0.1401,0.0296,False,False
行业 → 行业,Softw,Chems,3,6,0.6576,0.5113,-0.0197,-0.0446,-0.4432,-0.6568,False,False
行业 → 行业,Softw,Chems,6,1,0.3098,0.4808,-0.0082,-0.0087,-1.0156,-0.705,False,False
行业 → 行业,Softw,Chems,6,3,0.6605,0.5384,-0.009,-0.0181,-0.4392,-0.6152,False,False
行业 → 行业,Softw,Chems,6,6,0.2831,0.2801,-0.0396,-0.0513,-1.0733,-1.0802,False,False
行业 → 行业,Softw,Chips,1,1,0.0388,0.4364,-0.0402,0.0693,-2.0666,0.7783,False,False
行业 → 行业,Softw,Chips,1,3,0.6276,0.2814,-0.0165,0.1722,-0.4851,1.0773,False,False
行业 → 行业,Softw,Chips,1,6,0.7592,0.0048,0.0138,0.6153,0.3065,2.8214,False,False
行业 → 行业,Softw,Chips,3,1,0.477,0.1522,-0.0075,0.0658,-0.7111,1.432,False,False
行业 → 行业,Softw,Chips,3,3,0.3564,0.074,0.0227,0.2573,0.9223,1.7863,False,False
行业 → 行业,Softw,Chips,3,6,0.0825,0.0001,0.0553,0.6576,1.7366,3.8194,False,False
行业 → 行业,Softw,Chips,6,1,0.8312,0.0019,0.0015,0.0912,0.2132,3.0984,False,False
行业 → 行业,Softw,Chips,6,3,0.1062,0.0007,0.0237,0.2724,1.6157,3.4005,False,False
行业 → 行业,Softw,Chips,6,6,0.1835,0.0,0.0347,0.5245,1.33,4.2712,False,False
行业 → 行业,Softw,Clths,1,1,0.198,0.6964,0.0316,0.0197,1.2872,0.3902,False,False
行业 → 行业,Softw,Clths,1,3,0.6937,0.9426,0.0161,-0.0065,0.3939,-0.072,False,False
行业 → 行业,Softw,Clths,1,6,0.7316,0.6382,0.0245,-0.0553,0.3429,-0.4702,False,False
行业 → 行业,Softw,Clths,3,1,0.5877,0.859,0.0065,-0.0057,0.5422,-0.1777,False,False
行业 → 行业,Softw,Clths,3,3,0.638,0.4314,-0.0134,-0.0503,-0.4705,-0.7869,False,False
行业 → 行业,Softw,Clths,3,6,0.9222,0.1423,0.0072,-0.1197,0.0976,-1.4674,False,False
行业 → 行业,Softw,Clths,6,1,0.5037,0.3047,0.0065,-0.0188,0.6687,-1.0263,False,False
行业 → 行业,Softw,Clths,6,3,0.8929,0.1384,0.0045,-0.0605,0.1346,-1.4818,False,False
行业 → 行业,Softw,Clths,6,6,0.8135,0.0072,0.0169,-0.1432,0.2359,-2.6852,False,False
行业 → 行业,Softw,Cnstr,1,1,0.3011,0.1767,0.0243,0.07,1.034,1.351,False,False
行业 → 行业,Softw,Cnstr,1,3,0.2791,0.2774,0.0511,0.0977,1.0823,1.0863,False,False
行业 → 行业,Softw,Cnstr,1,6,0.9439,0.2056,-0.0042,0.1496,-0.0704,1.2656,False,False
行业 → 行业,Softw,Cnstr,3,1,0.4698,0.079,0.0115,0.0545,0.7229,1.7565,False,False
行业 → 行业,Softw,Cnstr,3,3,0.6458,0.8433,0.0149,0.0155,0.4596,0.1977,False,False
行业 → 行业,Softw,Cnstr,3,6,0.5524,0.4137,-0.027,0.09,-0.5941,0.8174,False,False
行业 → 行业,Softw,Cnstr,6,1,0.8855,0.2195,-0.0013,0.0273,-0.144,1.2278,False,False
行业 → 行业,Softw,Cnstr,6,3,0.5173,0.6455,-0.0145,0.0259,-0.6476,0.46,False,False
行业 → 行业,Softw,Cnstr,6,6,0.1325,0.9127,-0.0618,0.0091,-1.5042,0.1096,False,False
行业 → 行业,Softw,Coal,1,1,0.0319,0.9714,-0.0994,-0.0053,-2.1456,-0.0358,False,False
行业 → 行业,Softw,Coal,1,3,0.5617,0.6498,-0.0503,-0.1455,-0.5804,-0.454,False,False
行业 → 行业,Softw,Coal,1,6,0.001,0.9247,-0.3958,-0.0333,-3.3008,-0.0946,False,False
行业 → 行业,Softw,Coal,3,1,0.6675,0.427,-0.0116,-0.0756,-0.4296,-0.7943,False,False
行业 → 行业,Softw,Coal,3,3,0.0621,0.7352,-0.1107,-0.0852,-1.8653,-0.3382,False,False
行业 → 行业,Softw,Coal,3,6,0.0004,0.9277,-0.3025,-0.0278,-3.5315,-0.0907,True,False
行业 → 行业,Softw,Coal,6,1,0.0001,0.8214,-0.0563,-0.0144,-3.8065,-0.2257,True,False
行业 → 行业,Softw,Coal,6,3,0.0004,0.9394,-0.1379,-0.0122,-3.5697,-0.076,True,False
行业 → 行业,Softw,Coal,6,6,0.0026,0.96,-0.216,0.0112,-3.0167,0.0502,False,False
行业 → 行业,Softw,Drugs,1,1,0.8797,0.7254,-0.0039,-0.0196,-0.1513,-0.3512,False,False
行业 → 行业,Softw,Drugs,1,3,0.3212,0.5608,0.0406,0.0531,0.992,0.5817,False,False
行业 → 行业,Softw,Drugs,1,6,0.4641,0.6357,0.0472,-0.065,0.7321,-0.4737,False,False
行业 → 行业,Softw,Drugs,3,1,0.3492,0.7122,0.0128,0.0127,0.9361,0.369,False,False
行业 → 行业,Softw,Drugs,3,3,0.2416,0.4833,0.0404,0.0469,1.171,0.7009,False,False
行业 → 行业,Softw,Drugs,3,6,0.5195,0.6037,0.0408,-0.0527,0.6442,-0.519,False,False
行业 → 行业,Softw,Drugs,6,1,0.8733,0.7812,0.0015,-0.0053,0.1595,-0.2777,False,False
行业 → 行业,Softw,Drugs,6,3,0.5258,0.7391,0.018,-0.0158,0.6344,-0.333,False,False
行业 → 行业,Softw,Drugs,6,6,0.5003,0.9115,0.0367,-0.0082,0.674,-0.1112,False,False
行业 → 行业,Softw,ElcEq,1,1,0.8396,0.0637,-0.0043,0.0994,-0.2024,1.8541,False,False
行业 → 行业,Softw,ElcEq,1,3,0.9419,0.5587,-0.0024,0.0541,-0.0729,0.5848,False,False
行业 → 行业,Softw,ElcEq,1,6,0.7748,0.0318,0.0104,0.2426,0.2861,2.1472,False,False
行业 → 行业,Softw,ElcEq,3,1,0.9629,0.1068,-0.0005,0.0414,-0.0465,1.6128,False,False
行业 → 行业,Softw,ElcEq,3,3,0.4321,0.5927,0.0175,0.0462,0.7857,0.5349,False,False
行业 → 行业,Softw,ElcEq,3,6,0.681,0.0429,0.012,0.2447,0.4111,2.0246,False,False
行业 → 行业,Softw,ElcEq,6,1,0.8883,0.0229,-0.0009,0.0405,-0.1405,2.2755,False,False
行业 → 行业,Softw,ElcEq,6,3,0.6318,0.1132,0.0066,0.0916,0.4792,1.5841,False,False
行业 → 行业,Softw,ElcEq,6,6,0.8615,0.0353,-0.0043,0.2136,-0.1744,2.1055,False,False
行业 → 行业,Softw,FabPr,1,1,0.3565,0.2393,0.0239,0.0943,0.922,1.1767,False,False
行业 → 行业,Softw,FabPr,1,3,0.0785,0.658,0.0712,0.0607,1.7596,0.4427,False,False
行业 → 行业,Softw,FabPr,1,6,0.754,0.1879,-0.0212,0.2613,-0.3134,1.3168,False,False
行业 → 行业,Softw,FabPr,3,1,0.1478,0.6725,0.0206,0.0195,1.4474,0.4227,False,False
行业 → 行业,Softw,FabPr,3,3,0.3659,0.9921,0.0311,-0.0012,0.9041,-0.0099,False,False
行业 → 行业,Softw,FabPr,3,6,0.5739,0.1837,-0.0292,0.2321,-0.5623,1.3293,False,False
行业 → 行业,Softw,FabPr,6,1,0.7441,0.2764,-0.0031,0.0342,-0.3264,1.0884,False,False
行业 → 行业,Softw,FabPr,6,3,0.5813,0.239,-0.0131,0.0953,-0.5514,1.1776,False,False
行业 → 行业,Softw,FabPr,6,6,0.2075,0.0208,-0.0522,0.2744,-1.2604,2.3107,False,False
行业 → 行业,Softw,Fin,1,1,0.4239,0.502,-0.0121,0.0409,-0.7997,0.6713,False,False
行业 → 行业,Softw,Fin,1,3,0.9017,0.611,0.0033,0.046,0.1236,0.5087,False,False
行业 → 行业,Softw,Fin,1,6,0.4681,0.5339,0.0271,0.057,0.7255,0.622,False,False
行业 → 行业,Softw,Fin,3,1,0.8264,0.7345,-0.0019,0.0115,-0.2193,0.3391,False,False
行业 → 行业,Softw,Fin,3,3,0.6063,0.7281,0.0109,0.025,0.5153,0.3476,False,False
行业 → 行业,Softw,Fin,3,6,0.5225,0.4868,0.0186,0.0596,0.6396,0.6954,False,False
行业 → 行业,Softw,Fin,6,1,0.5162,0.6083,0.0035,0.0093,0.6492,0.5125,False,False
行业 → 行业,Softw,Fin,6,3,0.3431,0.5849,0.0128,0.0221,0.9481,0.5462,False,False
行业 → 行业,Softw,Fin,6,6,0.1994,0.3134,0.0277,0.0793,1.2831,1.0081,False,False
行业 → 行业,Softw,Food,1,1,0.2292,0.0076,-0.0241,-0.1355,-1.2025,-2.6691,False,False
行业 → 行业,Softw,Food,1,3,0.2758,0.0388,-0.0412,-0.1708,-1.0897,-2.0663,False,False
行业 → 行业,Softw,Food,1,6,0.4067,0.003,-0.0437,-0.3226,-0.8297,-2.9712,False,False
行业 → 行业,Softw,Food,3,1,0.4973,0.0149,-0.0088,-0.0688,-0.6787,-2.4344,False,False
行业 → 行业,Softw,Food,3,3,0.2587,0.1311,-0.0309,-0.0949,-1.1294,-1.5096,False,False
行业 → 行业,Softw,Food,3,6,0.4671,0.0004,-0.0285,-0.252,-0.7273,-3.5466,False,False
行业 → 行业,Softw,Food,6,1,0.4016,0.0016,-0.0064,-0.057,-0.8388,-3.1492,False,False
行业 → 行业,Softw,Food,6,3,0.4598,0.0031,-0.0136,-0.101,-0.7392,-2.9605,False,False
行业 → 行业,Softw,Food,6,6,0.8504,0.0003,-0.0058,-0.1847,-0.1886,-3.6393,False,False
行业 → 行业,Softw,Fun,1,1,0.6305,0.5492,0.0136,0.038,0.481,0.599,False,False
行业 → 行业,Softw,Fun,1,3,0.5454,0.8682,-0.0353,0.0183,-0.6046,0.166,False,False
行业 → 行业,Softw,Fun,1,6,0.941,0.8825,0.0075,-0.0221,0.074,-0.1478,False,False
行业 → 行业,Softw,Fun,3,1,0.6633,0.9282,-0.0075,0.0034,-0.4354,0.0901,False,False
行业 → 行业,Softw,Fun,3,3,0.6711,0.6959,-0.0196,0.0335,-0.4246,0.3908,False,False
行业 → 行业,Softw,Fun,3,6,0.8956,0.8442,0.0114,-0.028,0.1312,-0.1966,False,False
行业 → 行业,Softw,Fun,6,1,0.718,0.8901,0.0052,-0.0035,0.3611,-0.1382,False,False
行业 → 行业,Softw,Fun,6,3,0.8896,0.8932,0.0053,-0.0087,0.1388,-0.1343,False,False
行业 → 行业,Softw,Fun,6,6,0.9944,0.5398,-0.0005,-0.0593,-0.007,-0.6131,False,False
行业 → 行业,Softw,Gold,1,1,0.8712,0.5451,-0.009,-0.0705,-0.1622,-0.6051,False,False
行业 → 行业,Softw,Gold,1,3,0.9414,0.3336,0.0084,0.1752,0.0735,0.9669,False,False
行业 → 行业,Softw,Gold,1,6,0.1741,0.854,-0.1869,0.0491,-1.3591,0.184,False,False
行业 → 行业,Softw,Gold,3,1,0.7597,0.4587,0.0104,0.047,0.3059,0.741,False,False
行业 → 行业,Softw,Gold,3,3,0.2493,0.218,-0.0792,0.2024,-1.1521,1.232,False,False
行业 → 行业,Softw,Gold,3,6,0.0361,0.6636,-0.2536,0.1098,-2.0962,0.435,False,False
行业 → 行业,Softw,Gold,6,1,0.2863,0.9134,-0.0237,0.0046,-1.0662,0.1088,False,False
行业 → 行业,Softw,Gold,6,3,0.0421,0.5571,-0.1151,0.0672,-2.0328,0.5872,False,False
行业 → 行业,Softw,Gold,6,6,0.122,0.7644,-0.1875,-0.0621,-1.5464,-0.2998,False,False
行业 → 行业,Softw,Guns,1,1,0.3913,0.6708,-0.0241,-0.0333,-0.8573,-0.4251,False,False
行业 → 行业,Softw,Guns,1,3,0.01,0.1176,-0.1012,-0.1802,-2.5754,-1.5647,False,False
行业 → 行业,Softw,Guns,1,6,0.1029,0.0148,-0.086,-0.3627,-1.6309,-2.4362,False,False
行业 → 行业,Softw,Guns,3,1,0.029,0.1281,-0.0305,-0.0568,-2.183,-1.5218,False,False
行业 → 行业,Softw,Guns,3,3,0.4934,0.0498,-0.0176,-0.1604,-0.6849,-1.9614,False,False
行业 → 行业,Softw,Guns,3,6,0.3319,0.007,-0.0373,-0.316,-0.9704,-2.6948,False,False
行业 → 行业,Softw,Guns,6,1,0.1624,0.0104,-0.0122,-0.0577,-1.3972,-2.562,False,False
行业 → 行业,Softw,Guns,6,3,0.3707,0.0076,-0.0165,-0.1418,-0.8952,-2.6677,False,False
行业 → 行业,Softw,Guns,6,6,0.0813,0.0168,-0.0578,-0.3218,-1.7432,-2.3918,False,False
行业 → 行业,Softw,Hardw,1,1,0.6965,0.3435,0.0084,0.0931,0.39,0.9472,False,False
行业 → 行业,Softw,Hardw,1,3,0.9576,0.6835,0.0024,0.0822,0.0532,0.4076,False,False
行业 → 行业,Softw,Hardw,1,6,0.7826,0.2751,-0.0179,0.3184,-0.2759,1.0914,False,False
行业 → 行业,Softw,Hardw,3,1,0.9738,0.5413,0.0004,0.0355,0.0329,0.6109,False,False
行业 → 行业,Softw,Hardw,3,3,0.7803,0.6124,-0.0094,0.099,-0.279,0.5066,False,False
行业 → 行业,Softw,Hardw,3,6,0.8419,0.0964,-0.0117,0.4534,-0.1995,1.6628,False,False
行业 → 行业,Softw,Hardw,6,1,0.4556,0.106,-0.0066,0.0613,-0.7462,1.6164,False,False
行业 → 行业,Softw,Hardw,6,3,0.7122,0.0966,-0.0093,0.2101,-0.369,1.6615,False,False
行业 → 行业,Softw,Hardw,6,6,0.9309,0.0322,0.0041,0.4752,0.0867,2.1422,False,False
行业 → 行业,Softw,Hlth,1,1,0.1227,0.8528,0.0851,-0.0137,1.5435,-0.1856,False,False
行业 → 行业,Softw,Hlth,1,3,0.2454,0.4287,0.1116,-0.0825,1.1616,-0.7913,False,False
行业 → 行业,Softw,Hlth,1,6,0.1623,0.4529,0.2254,-0.0958,1.3973,-0.7506,False,False
行业 → 行业,Softw,Hlth,3,1,0.2526,0.2989,0.0353,-0.0385,1.144,-1.0388,False,False
行业 → 行业,Softw,Hlth,3,3,0.2597,0.5909,0.1004,-0.041,1.1272,-0.5375,False,False
行业 → 行业,Softw,Hlth,3,6,0.1463,0.4527,0.2317,-0.097,1.4529,-0.7509,False,False
行业 → 行业,Softw,Hlth,6,1,0.0602,0.2721,0.0418,-0.0248,1.8795,-1.0982,False,False
行业 → 行业,Softw,Hlth,6,3,0.1243,0.1951,0.1025,-0.0688,1.537,-1.2958,False,False
行业 → 行业,Softw,Hlth,6,6,0.2043,0.8072,0.1582,-0.0314,1.2695,-0.2441,False,False
行业 → 行业,Softw,Hshld,1,1,0.5576,0.9575,0.0114,-0.0024,0.5864,-0.0532,False,False
行业 → 行业,Softw,Hshld,1,3,0.5999,0.9839,0.015,-0.0016,0.5246,-0.0202,False,False
行业 → 行业,Softw,Hshld,1,6,0.7934,0.1696,0.0117,-0.1987,0.2619,-1.3734,False,False
行业 → 行业,Softw,Hshld,3,1,0.4563,0.8548,0.0073,-0.0053,0.7449,-0.183,False,False
行业 → 行业,Softw,Hshld,3,3,0.7102,0.7705,0.0099,-0.0207,0.3716,-0.2917,False,False
行业 → 行业,Softw,Hshld,3,6,0.92,0.0298,-0.0045,-0.2469,-0.1005,-2.1726,False,False
行业 → 行业,Softw,Hshld,6,1,0.9523,0.2477,0.0004,-0.0219,0.0598,-1.1559,False,False
行业 → 行业,Softw,Hshld,6,3,0.9201,0.0435,-0.002,-0.0831,-0.1004,-2.0193,False,False
行业 → 行业,Softw,Hshld,6,6,0.9737,0.0034,-0.0013,-0.1936,-0.0329,-2.9267,False,False
行业 → 行业,Softw,Insur,1,1,0.328,0.5939,-0.0202,-0.0251,-0.9782,-0.5332,False,False
行业 → 行业,Softw,Insur,1,3,0.1681,0.7744,-0.0622,0.018,-1.3782,0.2866,False,False
行业 → 行业,Softw,Insur,1,6,0.5456,0.2579,-0.0342,-0.1046,-0.6043,-1.1314,False,False
行业 → 行业,Softw,Insur,3,1,0.118,0.6382,-0.0213,-0.0105,-1.5633,-0.4702,False,False
行业 → 行业,Softw,Insur,3,3,0.4982,0.3252,-0.0218,-0.0455,-0.6774,-0.9838,False,False
行业 → 行业,Softw,Insur,3,6,0.4747,0.0987,-0.0273,-0.1239,-0.7149,-1.651,False,False
行业 → 行业,Softw,Insur,6,1,0.4435,0.0767,-0.0064,-0.0244,-0.7662,-1.7699,False,False
行业 → 行业,Softw,Insur,6,3,0.4578,0.0434,-0.0134,-0.059,-0.7424,-2.02,False,False
行业 → 行业,Softw,Insur,6,6,0.9978,0.2063,-0.0001,-0.0709,-0.0028,-1.2637,False,False
行业 → 行业,Softw,LabEq,1,1,0.4683,0.2695,0.0188,0.0751,0.7252,1.1042,False,False
行业 → 行业,Softw,LabEq,1,3,0.3065,0.3152,0.0435,0.1,1.0225,1.0043,False,False
行业 → 行业,Softw,LabEq,1,6,0.8427,0.012,0.0114,0.399,0.1984,2.511,False,False
行业 → 行业,Softw,LabEq,3,1,0.264,0.1211,0.0168,0.0548,1.117,1.5503,False,False
行业 → 行业,Softw,LabEq,3,3,0.1377,0.1116,0.0463,0.1484,1.4844,1.5911,False,False
行业 → 行业,Softw,LabEq,3,6,0.6721,0.0023,0.0193,0.3829,0.4233,3.0509,False,False
行业 → 行业,Softw,LabEq,6,1,0.7486,0.0038,0.0033,0.0596,0.3205,2.891,False,False
行业 → 行业,Softw,LabEq,6,3,0.7835,0.0061,0.0054,0.1418,0.2748,2.7448,False,False
行业 → 行业,Softw,LabEq,6,6,0.7922,0.0007,-0.0105,0.3085,-0.2634,3.3799,False,False
行业 → 行业,Softw,Mach,1,1,0.8821,0.5535,-0.0021,0.0307,-0.1483,0.5925,False,False
