detector,kind,params,US_tr_n_days,US_tr_acc,US_tr_bull_recall,US_tr_bear_recall,US_tr_bal_acc,US_tr_switches_per_yr,US_tr_bear_phases,US_tr_bear_lag_med,US_tr_bear_lag_mean,US_tr_bull_lag_med,US_tr_missed_bears,US_tr_false_alarms,US_tr_bh_cagr,US_tr_bh_dd,US_tr_bh_calmar,US_tr_sw_cagr,US_tr_sw_dd,US_tr_sw_calmar,US_tr_inv_cagr,US_tr_inv_dd,US_tr_inv_calmar,US_te_n_days,US_te_acc,US_te_bull_recall,US_te_bear_recall,US_te_bal_acc,US_te_switches_per_yr,US_te_bear_phases,US_te_bear_lag_med,US_te_bear_lag_mean,US_te_bull_lag_med,US_te_missed_bears,US_te_false_alarms,US_te_bh_cagr,US_te_bh_dd,US_te_bh_calmar,US_te_sw_cagr,US_te_sw_dd,US_te_sw_calmar,US_te_inv_cagr,US_te_inv_dd,US_te_inv_calmar,JP_tr_n_days,JP_tr_acc,JP_tr_bull_recall,JP_tr_bear_recall,JP_tr_bal_acc,JP_tr_switches_per_yr,JP_tr_bear_phases,JP_tr_bear_lag_med,JP_tr_bear_lag_mean,JP_tr_bull_lag_med,JP_tr_missed_bears,JP_tr_false_alarms,JP_tr_bh_cagr,JP_tr_bh_dd,JP_tr_bh_calmar,JP_tr_sw_cagr,JP_tr_sw_dd,JP_tr_sw_calmar,JP_tr_inv_cagr,JP_tr_inv_dd,JP_tr_inv_calmar,JP_te_n_days,JP_te_acc,JP_te_bull_recall,JP_te_bear_recall,JP_te_bal_acc,JP_te_switches_per_yr,JP_te_bear_phases,JP_te_bear_lag_med,JP_te_bear_lag_mean,JP_te_bull_lag_med,JP_te_missed_bears,JP_te_false_alarms,JP_te_bh_cagr,JP_te_bh_dd,JP_te_bh_calmar,JP_te_sw_cagr,JP_te_sw_dd,JP_te_sw_calmar,JP_te_inv_cagr,JP_te_inv_dd,JP_te_inv_calmar,eligible,obj,sw_mean
"hybrid(L=150,b=0.0,x=0.1,y=0.2)",hybrid,"{""L"": 150, ""b"": 0.0, ""x"": 0.1, ""y"": 0.2}",13841,0.8077,0.8552,0.5843,0.7198,2.509,9,72.0,75.2,51.0,0,44,7.77,-49.15,0.158,7.38,-38.65,0.191,6.08,-47.69,0.128,5212,0.8833,0.8968,0.768,0.8324,3.475,4,18.5,17.5,10.5,0,23,9.18,-56.78,0.162,6.1,-28.25,0.216,1.08,-40.31,0.027,9860,0.7887,0.8249,0.6998,0.7623,3.951,14,29.5,36.3,30.5,0,44,6.27,-80.45,0.078,7.04,-42.26,0.167,5.8,-59.34,0.098,5069,0.7633,0.769,0.7418,0.7554,8.108,11,20.5,19.5,19.0,1,66,7.0,-61.37,0.114,1.33,-45.13,0.03,-6.43,-86.46,-0.074,False,0.74105,3.23
"hybrid(L=150,b=0.02,x=0.05,y=0.1)",hybrid,"{""L"": 150, ""b"": 0.02, ""x"": 0.05, ""y"": 0.1}",13841,0.7541,0.7584,0.734,0.7462,2.8,9,30.0,34.8,7.0,0,55,7.77,-49.15,0.158,6.29,-40.88,0.154,3.74,-50.98,0.073,5212,0.8419,0.8417,0.8435,0.8426,3.571,4,8.5,9.8,1.5,0,27,9.18,-56.78,0.162,6.44,-26.03,0.247,1.48,-47.87,0.031,9860,0.7815,0.7977,0.7418,0.7698,3.301,14,24.0,30.9,7.5,0,34,6.27,-80.45,0.078,7.43,-37.03,0.201,6.46,-51.28,0.126,5069,0.736,0.7247,0.7782,0.7515,5.695,11,14.5,20.1,4.0,1,36,7.0,-61.37,0.114,3.15,-36.53,0.086,-3.3,-78.54,-0.042,False,0.758,3.0505
"hybrid(L=150,b=0.02,x=0.05,y=0.15)",hybrid,"{""L"": 150, ""b"": 0.02, ""x"": 0.05, ""y"": 0.15}",13841,0.7538,0.7566,0.7406,0.7486,2.255,9,30.0,34.8,31.0,0,45,7.77,-49.15,0.158,6.3,-41.0,0.154,3.69,-51.37,0.072,5212,0.8452,0.8398,0.8913,0.8656,2.703,4,8.5,9.8,4.0,0,21,9.18,-56.78,0.162,6.28,-24.58,0.256,1.07,-39.8,0.027,9860,0.7766,0.7887,0.7468,0.7677,2.251,14,24.0,30.9,27.5,0,22,6.27,-80.45,0.078,7.37,-36.58,0.202,6.19,-53.85,0.115,5069,0.7207,0.7075,0.7698,0.7386,3.958,11,14.5,20.1,14.0,1,26,7.0,-61.37,0.114,2.96,-40.1,0.074,-3.87,-79.63,-0.049,False,0.7581500000000001,2.253
"hybrid(L=150,b=0.02,x=0.05,y=0.2)",hybrid,"{""L"": 150, ""b"": 0.02, ""x"": 0.05, ""y"": 0.2}",13841,0.7541,0.7562,0.7443,0.7503,2.218,9,30.0,34.8,63.0,0,45,7.77,-49.15,0.158,6.16,-43.22,0.143,3.42,-55.06,0.062,5212,0.8402,0.8338,0.895,0.8644,2.413,4,8.5,9.8,10.5,0,19,9.18,-56.78,0.162,6.54,-24.87,0.263,1.49,-37.62,0.04,9860,0.7748,0.785,0.7499,0.7675,1.801,14,24.0,30.9,47.5,0,17,6.27,-80.45,0.078,7.6,-35.86,0.212,6.58,-54.69,0.12,5069,0.7272,0.71,0.7912,0.7506,3.475,11,14.5,20.1,20.0,1,25,7.0,-61.37,0.114,3.34,-37.73,0.089,-3.3,-78.39,-0.042,False,0.7588999999999999,2.0095
"hybrid(L=150,b=0.02,x=0.08,y=0.1)",hybrid,"{""L"": 150, ""b"": 0.02, ""x"": 0.08, ""y"": 0.1}",13841,0.7676,0.7858,0.6816,0.7337,2.437,9,46.0,43.8,7.0,0,45,7.77,-49.15,0.158,6.63,-41.9,0.158,4.45,-52.58,0.085,5212,0.8638,0.8664,0.8416,0.854,3.185,4,8.5,10.0,1.5,0,23,9.18,-56.78,0.162,6.93,-27.1,0.256,2.46,-40.21,0.061,9860,0.7834,0.8013,0.7394,0.7703,3.251,14,25.0,31.0,7.5,0,33,6.27,-80.45,0.078,7.35,-37.03,0.198,6.29,-51.46,0.122,5069,0.7347,0.7247,0.7717,0.7482,5.695,11,18.0,20.8,4.0,1,36,7.0,-61.37,0.114,3.12,-36.53,0.085,-3.35,-78.54,-0.043,False,0.752,2.844
"hybrid(L=150,b=0.02,x=0.08,y=0.15)",hybrid,"{""L"": 150, ""b"": 0.02, ""x"": 0.08, ""y"": 0.15}",13841,0.7672,0.784,0.6882,0.7361,1.891,9,46.0,43.8,31.0,0,35,7.77,-49.15,0.158,6.64,-42.02,0.158,4.4,-52.96,0.083,5212,0.867,0.8644,0.8895,0.877,2.317,4,8.5,10.0,4.0,0,17,9.18,-56.78,0.162,6.77,-24.58,0.276,2.04,-39.22,0.052,9860,0.7784,0.7923,0.7443,0.7683,2.201,14,25.0,31.0,27.5,0,21,6.27,-80.45,0.078,7.29,-36.58,0.199,6.02,-54.03,0.111,5069,0.7193,0.7075,0.7633,0.7354,3.958,11,18.0,20.8,14.0,1,26,7.0,-61.37,0.114,2.93,-40.1,0.073,-3.93,-79.63,-0.049,False,0.7522,2.0460000000000003
"hybrid(L=150,b=0.02,x=0.08,y=0.2)",hybrid,"{""L"": 150, ""b"": 0.02, ""x"": 0.08, ""y"": 0.2}",13841,0.7676,0.7836,0.692,0.7378,1.855,9,46.0,43.8,63.0,0,35,7.77,-49.15,0.158,6.51,-44.2,0.147,4.13,-56.52,0.073,5212,0.862,0.8584,0.8932,0.8758,2.027,4,8.5,10.0,10.5,0,15,9.18,-56.78,0.162,7.03,-24.87,0.283,2.47,-37.62,0.066,9860,0.7767,0.7886,0.7475,0.768,1.751,14,25.0,31.0,47.5,0,16,6.27,-80.45,0.078,7.51,-35.99,0.209,6.41,-54.87,0.117,5069,0.7258,0.71,0.7847,0.7473,3.475,11,18.0,20.8,20.0,1,25,7.0,-61.37,0.114,3.31,-37.73,0.088,-3.35,-78.39,-0.043,False,0.7529,1.803
"hybrid(L=150,b=0.02,x=0.1,y=0.1)",hybrid,"{""L"": 150, ""b"": 0.02, ""x"": 0.1, ""y"": 0.1}",13841,0.7916,0.831,0.6062,0.7186,2.0,9,72.0,74.8,7.0,0,35,7.77,-49.15,0.158,7.3,-37.65,0.194,5.83,-45.46,0.128,5212,0.872,0.8837,0.7716,0.8277,2.896,4,18.5,17.5,1.5,0,20,9.18,-56.78,0.162,7.04,-26.65,0.264,2.78,-42.74,0.065,9860,0.7826,0.8162,0.6998,0.758,3.151,14,33.5,38.9,7.5,0,31,6.27,-80.45,0.078,7.02,-39.54,0.177,5.69,-56.01,0.102,5069,0.7388,0.737,0.7456,0.7413,5.502,11,20.5,21.5,4.0,1,34,7.0,-61.37,0.114,2.4,-42.66,0.056,-4.64,-81.61,-0.057,False,0.7383,2.5755
"hybrid(L=150,b=0.02,x=0.1,y=0.15)",hybrid,"{""L"": 150, ""b"": 0.02, ""x"": 0.1, ""y"": 0.15}",13841,0.7913,0.8292,0.6128,0.721,1.455,9,72.0,74.8,31.0,0,25,7.77,-49.15,0.158,7.31,-37.78,0.193,5.77,-45.89,0.126,5212,0.8753,0.8818,0.8195,0.8506,2.027,4,18.5,17.5,4.0,0,14,9.18,-56.78,0.162,6.89,-28.53,0.241,2.36,-47.37,0.05,9860,0.7712,0.7983,0.7047,0.7515,2.151,14,33.5,38.9,27.5,0,20,6.27,-80.45,0.078,6.88,-40.37,0.17,5.26,-59.5,0.088,5069,0.7264,0.719,0.754,0.7365,3.764,11,20.5,21.5,14.0,1,24,7.0,-61.37,0.114,2.44,-45.26,0.054,-4.79,-81.82,-0.059,False,0.73625,1.803
"hybrid(L=150,b=0.02,x=0.1,y=0.2)",hybrid,"{""L"": 150, ""b"": 0.02, ""x"": 0.1, ""y"": 0.2}",13841,0.7916,0.8288,0.6165,0.7227,1.418,9,72.0,74.8,63.0,0,25,7.77,-49.15,0.158,7.17,-40.12,0.179,5.5,-49.99,0.11,5212,0.8703,0.8758,0.8232,0.8495,1.737,4,18.5,17.5,10.5,0,12,9.18,-56.78,0.162,7.15,-28.81,0.248,2.79,-46.23,0.06,9860,0.7695,0.7945,0.7078,0.7512,1.701,14,33.5,38.9,47.5,0,15,6.27,-80.45,0.078,7.1,-37.64,0.189,5.65,-57.96,0.097,5069,0.7329,0.7215,0.7754,0.7484,3.282,11,20.5,21.5,20.0,1,23,7.0,-61.37,0.114,2.82,-43.09,0.065,-4.22,-80.72,-0.052,False,0.73695,1.5594999999999999
"hybrid(L=200,b=0.0,x=0.05,y=0.1)",hybrid,"{""L"": 200, ""b"": 0.0, ""x"": 0.05, ""y"": 0.1}",13841,0.7728,0.785,0.7151,0.75,6.146,9,30.0,39.4,7.0,0,123,7.77,-49.15,0.158,7.11,-31.88,0.223,5.74,-41.41,0.139,5212,0.8596,0.8589,0.8656,0.8622,7.529,4,8.5,9.2,1.5,0,60,9.18,-56.78,0.162,5.56,-31.66,0.176,0.22,-60.26,0.004,9860,0.7856,0.8044,0.7394,0.7719,7.102,14,19.0,25.6,6.0,0,75,6.27,-80.45,0.078,6.57,-40.25,0.163,5.12,-56.47,0.091,5069,0.7502,0.7465,0.7642,0.7554,11.293,11,14.0,14.6,4.0,1,82,7.0,-61.37,0.114,2.96,-37.29,0.08,-3.11,-78.69,-0.039,False,0.76095,6.6240000000000006
"hybrid(L=200,b=0.0,x=0.05,y=0.15)",hybrid,"{""L"": 200, ""b"": 0.0, ""x"": 0.05, ""y"": 0.15}",13841,0.7725,0.7843,0.7171,0.7507,5.674,9,30.0,39.4,31.0,0,115,7.77,-49.15,0.158,7.04,-31.45,0.224,5.55,-41.62,0.133,5212,0.8588,0.8576,0.8692,0.8634,6.757,4,8.5,9.2,4.0,0,54,9.18,-56.78,0.162,5.31,-25.79,0.206,-0.35,-61.98,-0.006,9860,0.7853,0.8025,0.7429,0.7727,5.952,14,19.0,25.6,26.0,0,62,6.27,-80.45,0.078,6.88,-37.54,0.183,5.6,-54.91,0.102,5069,0.75,0.744,0.7726,0.7583,9.459,11,14.0,14.6,14.0,1,72,7.0,-61.37,0.114,2.38,-39.72,0.06,-4.41,-83.6,-0.053,False,0.7617,5.813000000000001
"hybrid(L=200,b=0.0,x=0.05,y=0.2)",hybrid,"{""L"": 200, ""b"": 0.0, ""x"": 0.05, ""y"": 0.2}",13841,0.7723,0.784,0.7175,0.7508,5.528,9,30.0,39.4,63.0,0,112,7.77,-49.15,0.158,6.99,-33.34,0.21,5.43,-41.62,0.13,5212,0.8586,0.8569,0.8729,0.8649,6.274,4,8.5,9.2,10.5,0,51,9.18,-56.78,0.162,5.61,-26.7,0.21,0.16,-59.27,0.003,9860,0.7851,0.8018,0.7439,0.7729,5.552,14,19.0,25.6,31.0,0,57,6.27,-80.45,0.078,7.01,-36.0,0.195,5.81,-52.15,0.111,5069,0.75,0.7432,0.7754,0.7593,8.88,11,14.0,14.6,20.0,1,69,7.0,-61.37,0.114,2.96,-35.37,0.084,-3.45,-81.84,-0.042,False,0.76185,5.539999999999999
"hybrid(L=200,b=0.0,x=0.08,y=0.1)",hybrid,"{""L"": 200, ""b"": 0.0, ""x"": 0.08, ""y"": 0.1}",13841,0.7883,0.815,0.6627,0.7388,3.71,9,46.0,54.1,7.0,0,70,7.77,-49.15,0.158,7.34,-28.43,0.258,6.02,-38.22,0.158,5212,0.8722,0.8771,0.8306,0.8538,5.309,4,8.5,10.0,1.5,0,41,9.18,-56.78,0.162,6.14,-30.41,0.202,1.21,-54.9,0.022,9860,0.7898,0.8137,0.731,0.7723,6.502,14,19.0,25.6,6.0,0,64,6.27,-80.45,0.078,6.14,-43.3,0.142,4.23,-60.79,0.07,5069,0.7522,0.7523,0.7521,0.7522,10.618,11,14.0,15.4,4.0,1,75,7.0,-61.37,0.114,2.34,-39.67,0.059,-4.3,-81.06,-0.053,False,0.7555499999999999,5.106
"hybrid(L=200,b=0.0,x=0.08,y=0.15)",hybrid,"{""L"": 200, ""b"": 0.0, ""x"": 0.08, ""y"": 0.15}",13841,0.788,0.8142,0.6647,0.7395,3.237,9,46.0,54.1,31.0,0,62,7.77,-49.15,0.158,7.27,-27.98,0.26,5.83,-37.07,0.157,5212,0.8728,0.8773,0.8343,0.8558,4.44,4,8.5,10.0,4.0,0,34,9.18,-56.78,0.162,5.97,-24.63,0.242,0.78,-50.14,0.016,9860,0.7895,0.8118,0.7345,0.7731,5.352,14,19.0,25.6,26.0,0,51,6.27,-80.45,0.078,6.44,-40.72,0.158,4.7,-59.39,0.079,5069,0.752,0.7497,0.7605,0.7551,8.784,11,14.0,15.4,14.0,1,65,7.0,-61.37,0.114,1.76,-43.81,0.04,-5.59,-85.42,-0.065,False,0.7563,4.2945
"hybrid(L=200,b=0.0,x=0.08,y=0.2)",hybrid,"{""L"": 200, ""b"": 0.0, ""x"": 0.08, ""y"": 0.2}",13841,0.7879,0.8139,0.6652,0.7395,3.091,9,46.0,54.1,63.0,0,59,7.77,-49.15,0.158,7.21,-29.97,0.241,5.71,-36.4,0.157,5212,0.8713,0.8751,0.8379,0.8565,4.054,4,8.5,10.0,10.5,0,32,9.18,-56.78,0.162,6.2,-25.36,0.244,1.15,-48.2,0.024,9860,0.7892,0.8111,0.7355,0.7733,4.952,14,19.0,25.6,31.0,0,46,6.27,-80.45,0.078,6.57,-39.27,0.167,4.92,-56.9,0.086,5069,0.752,0.749,0.7633,0.7561,8.205,11,14.0,15.4,20.0,1,62,7.0,-61.37,0.114,2.35,-39.33,0.06,-4.63,-83.86,-0.055,False,0.7564,4.0215
"hybrid(L=200,b=0.0,x=0.1,y=0.1)",hybrid,"{""L"": 200, ""b"": 0.0, ""x"": 0.1, ""y"": 0.1}",13841,0.809,0.849,0.621,0.735,2.619,9,72.0,74.8,7.0,0,49,7.77,-49.15,0.158,7.66,-28.34,0.27,6.64,-38.22,0.174,5212,0.8778,0.8895,0.7772,0.8333,4.44,4,18.5,17.5,1.5,0,34,9.18,-56.78,0.162,5.88,-31.93,0.184,0.74,-59.2,0.012,9860,0.7868,0.8235,0.6966,0.7601,5.352,14,19.0,32.5,6.0,0,54,6.27,-80.45,0.078,5.95,-41.94,0.142,3.8,-59.19,0.064,5069,0.7597,0.772,0.7139,0.743,8.687,11,20.5,20.0,4.0,1,61,7.0,-61.37,0.114,2.13,-42.9,0.05,-4.76,-83.46,-0.057,False,0.7475499999999999,3.9855
"hybrid(L=200,b=0.0,x=0.1,y=0.15)",hybrid,"{""L"": 200, ""b"": 0.0, ""x"": 0.1, ""y"": 0.15}",13841,0.8088,0.8482,0.6231,0.7356,2.146,9,72.0,74.8,31.0,0,41,7.77,-49.15,0.158,7.59,-27.89,0.272,6.44,-37.95,0.17,5212,0.8785,0.8897,0.7827,0.8362,3.571,4,18.5,17.5,4.0,0,27,9.18,-56.78,0.162,5.73,-25.75,0.223,0.36,-53.9,0.007,9860,0.7863,0.8214,0.7001,0.7607,4.251,14,19.0,32.5,26.0,0,42,6.27,-80.45,0.078,6.21,-39.3,0.158,4.2,-57.73,0.073,5069,0.7593,0.767,0.7307,0.7488,6.95,11,20.5,20.0,14.0,1,51,7.0,-61.37,0.114,1.51,-45.07,0.034,-6.11,-86.39,-0.071,False,0.7481500000000001,3.1985
"hybrid(L=200,b=0.0,x=0.1,y=0.2)",hybrid,"{""L"": 200, ""b"": 0.0, ""x"": 0.1, ""y"": 0.2}",13841,0.8086,0.8479,0.6235,0.7357,2.0,9,72.0,74.8,63.0,0,38,7.77,-49.15,0.158,7.54,-29.88,0.252,6.32,-37.29,0.169,5212,0.877,0.8876,0.7864,0.837,3.185,4,18.5,17.5,10.5,0,25,9.18,-56.78,0.162,5.96,-26.66,0.223,0.72,-52.96,0.014,9860,0.7861,0.8207,0.7012,0.7609,3.851,14,19.0,32.5,31.0,0,37,6.27,-80.45,0.078,6.34,-37.81,0.168,4.41,-55.14,0.08,5069,0.7593,0.7663,0.7335,0.7499,6.371,11,20.5,20.0,20.0,1,48,7.0,-61.37,0.114,2.1,-40.82,0.051,-5.17,-84.93,-0.061,False,0.7483,2.9255
"hybrid(L=200,b=0.02,x=0.05,y=0.1)",hybrid,"{""L"": 200, ""b"": 0.02, ""x"": 0.05, ""y"": 0.1}",13841,0.769,0.7834,0.7014,0.7424,2.364,9,47.0,63.2,7.0,0,45,7.77,-49.15,0.158,6.93,-27.13,0.255,5.03,-42.0,0.12,5212,0.8463,0.8458,0.8508,0.8483,3.571,4,10.5,10.8,1.5,0,25,9.18,-56.78,0.162,6.86,-31.74,0.216,2.28,-44.26,0.052,9860,0.7675,0.7908,0.7103,0.7506,3.551,14,34.0,38.0,7.5,0,36,6.27,-80.45,0.078,5.95,-37.95,0.157,3.55,-50.38,0.07,5069,0.7368,0.7305,0.7605,0.7455,5.502,11,14.5,18.8,4.0,1,33,7.0,-61.37,0.114,3.76,-37.08,0.101,-2.14,-74.46,-0.029,False,0.7464999999999999,2.9575
"hybrid(L=200,b=0.02,x=0.05,y=0.15)",hybrid,"{""L"": 200, ""b"": 0.02, ""x"": 0.05, ""y"": 0.15}",13841,0.768,0.7814,0.7047,0.7431,1.782,9,47.0,63.2,31.0,0,34,7.77,-49.15,0.158,7.02,-22.5,0.312,5.12,-43.1,0.119,5212,0.8448,0.8439,0.8527,0.8483,2.703,4,10.5,10.8,4.0,0,18,9.18,-56.78,0.162,6.43,-24.75,0.26,1.36,-39.56,0.034,9860,0.7656,0.786,0.7155,0.7508,2.501,14,34.0,38.0,26.5,0,23,6.27,-80.45,0.078,5.8,-42.61,0.136,3.13,-60.68,0.052,5069,0.7325,0.7245,0.7623,0.7434,3.958,11,14.5,18.8,14.0,1,25,7.0,-61.37,0.114,2.69,-47.74,0.056,-4.34,-83.92,-0.052,False,0.74695,2.1414999999999997
"hybrid(L=200,b=0.02,x=0.05,y=0.2)",hybrid,"{""L"": 200, ""b"": 0.02, ""x"": 0.05, ""y"": 0.2}",13841,0.767,0.7801,0.7052,0.7426,1.709,9,47.0,63.2,63.0,0,33,7.77,-49.15,0.158,6.77,-25.95,0.261,4.63,-43.1,0.107,5212,0.8394,0.8366,0.8637,0.8502,2.22,4,10.5,10.8,10.5,0,15,9.18,-56.78,0.162,6.86,-25.67,0.267,2.09,-38.31,0.055,9860,0.7654,0.7836,0.7208,0.7522,2.051,14,34.0,38.0,33.5,0,18,6.27,-80.45,0.078,6.17,-34.27,0.18,3.81,-50.37,0.076,5069,0.7325,0.7217,0.7726,0.7472,3.282,11,14.5,18.8,20.0,1,22,7.0,-61.37,0.114,3.45,-39.97,0.086,-3.08,-79.76,-0.039,False,0.7474000000000001,1.8800000000000001
"hybrid(L=200,b=0.02,x=0.08,y=0.1)",hybrid,"{""L"": 200, ""b"": 0.02, ""x"": 0.08, ""y"": 0.1}",13841,0.7786,0.797,0.692,0.7445,2.182,9,53.0,67.9,7.0,0,41,7.77,-49.15,0.158,6.99,-27.49,0.254,5.16,-45.02,0.115,5212,0.8594,0.8631,0.8269,0.845,3.282,4,10.5,11.0,1.5,0,22,9.18,-56.78,0.162,7.03,-34.03,0.207,2.66,-44.26,0.06,9860,0.769,0.793,0.7099,0.7515,3.551,14,34.0,38.0,7.5,0,36,6.27,-80.45,0.078,5.75,-37.95,0.151,3.16,-51.6,0.061,5069,0.7356,0.7307,0.754,0.7423,5.502,11,18.0,19.5,4.0,1,33,7.0,-61.37,0.114,3.65,-37.48,0.097,-2.35,-75.28,-0.031,False,0.748,2.8665000000000003
"hybrid(L=200,b=0.02,x=0.08,y=0.15)",hybrid,"{""L"": 200, ""b"": 0.02, ""x"": 0.08, ""y"": 0.15}",13841,0.7776,0.7951,0.6953,0.7452,1.6,9,53.0,67.9,31.0,0,30,7.77,-49.15,0.158,7.08,-24.67,0.287,5.25,-46.06,0.114,5212,0.8578,0.8612,0.8287,0.845,2.413,4,10.5,11.0,4.0,0,15,9.18,-56.78,0.162,6.6,-27.27,0.242,1.73,-39.56,0.044,9860,0.767,0.7881,0.7152,0.7517,2.501,14,34.0,38.0,26.5,0,23,6.27,-80.45,0.078,5.6,-42.61,0.131,2.75,-60.68,0.045,5069,0.7313,0.7247,0.7558,0.7403,3.958,11,18.0,19.5,14.0,1,25,7.0,-61.37,0.114,2.57,-48.07,0.054,-4.54,-84.44,-0.054,False,0.7484500000000001,2.0505
"hybrid(L=200,b=0.02,x=0.08,y=0.2)",hybrid,"{""L"": 200, ""b"": 0.02, ""x"": 0.08, ""y"": 0.2}",13841,0.7766,0.7938,0.6957,0.7447,1.527,9,53.0,67.9,63.0,0,29,7.77,-49.15,0.158,6.83,-26.31,0.26,4.76,-46.06,0.103,5212,0.8525,0.8539,0.8398,0.8469,1.93,4,10.5,11.0,10.5,0,12,9.18,-56.78,0.162,7.03,-28.16,0.25,2.46,-38.31,0.064,9860,0.7668,0.7857,0.7204,0.7531,2.051,14,34.0,38.0,33.5,0,18,6.27,-80.45,0.078,5.97,-34.27,0.174,3.43,-54.45,0.063,5069,0.7313,0.722,0.7661,0.744,3.282,11,18.0,19.5,20.0,1,22,7.0,-61.37,0.114,3.33,-40.35,0.083,-3.28,-80.41,-0.041,False,0.7489,1.7890000000000001
"hybrid(L=200,b=0.02,x=0.1,y=0.1)",hybrid,"{""L"": 200, ""b"": 0.02, ""x"": 0.1, ""y"": 0.1}",13841,0.7972,0.834,0.6239,0.729,1.891,9,76.0,88.7,7.0,0,34,7.77,-49.15,0.158,7.22,-27.37,0.264,5.68,-41.24,0.138,5212,0.8651,0.8743,0.7864,0.8303,2.992,4,18.5,17.5,1.5,0,20,9.18,-56.78,0.162,7.05,-33.12,0.213,2.75,-47.17,0.058,9860,0.7691,0.7988,0.6959,0.7474,3.451,14,34.0,38.6,7.5,0,34,6.27,-80.45,0.078,5.72,-40.43,0.142,3.14,-54.05,0.058,5069,0.7412,0.7442,0.7297,0.737,5.405,11,20.5,20.1,4.0,1,32,7.0,-61.37,0.114,2.97,-41.31,0.072,-3.57,-78.47,-0.045,False,0.7382,2.6710000000000003
"hybrid(L=200,b=0.02,x=0.1,y=0.15)",hybrid,"{""L"": 200, ""b"": 0.02, ""x"": 0.1, ""y"": 0.15}",13841,0.7962,0.8321,0.6272,0.7296,1.309,9,76.0,88.7,31.0,0,23,7.77,-49.15,0.158,7.31,-22.28,0.328,5.77,-42.35,0.136,5212,0.8636,0.8723,0.7882,0.8303,2.124,4,18.5,17.5,4.0,0,13,9.18,-56.78,0.162,6.61,-26.27,0.252,1.82,-40.39,0.045,9860,0.7662,0.7927,0.7012,0.7469,2.401,14,34.0,38.6,26.5,0,21,6.27,-80.45,0.078,5.64,-44.9,0.126,2.85,-63.58,0.045,5069,0.7396,0.7375,0.7474,0.7425,3.861,11,20.5,20.1,14.0,1,24,7.0,-61.37,0.114,2.08,-49.98,0.042,-5.41,-86.13,-0.063,False,0.7382500000000001,1.855
"hybrid(L=200,b=0.02,x=0.1,y=0.2)",hybrid,"{""L"": 200, ""b"": 0.02, ""x"": 0.1, ""y"": 0.2}",13841,0.7952,0.8308,0.6276,0.7292,1.237,9,76.0,88.7,63.0,0,22,7.77,-49.15,0.158,7.06,-26.18,0.27,5.28,-42.35,0.125,5212,0.8582,0.8651,0.7993,0.8322,1.641,4,18.5,17.5,10.5,0,10,9.18,-56.78,0.162,7.05,-27.17,0.259,2.55,-38.31,0.067,9860,0.766,0.7903,0.7064,0.7483,1.951,14,34.0,38.6,33.5,0,16,6.27,-80.45,0.078,6.01,-36.9,0.163,3.52,-51.46,0.068,5069,0.7396,0.7347,0.7577,0.7462,3.185,11,20.5,20.1,20.0,1,21,7.0,-61.37,0.114,2.84,-42.54,0.067,-4.16,-82.54,-0.05,False,0.73875,1.594
"hmm(p_on=0.6,p_off=0.4)",hmm,"{""p_on"": 0.6, ""p_off"": 0.4}",13841,0.7192,0.7765,0.4491,0.6128,9.51,9,15.0,41.8,26.0,0,199,7.77,-49.15,0.158,3.53,-32.3,0.109,-0.97,-77.94,-0.012,5212,0.6802,0.6515,0.9263,0.7889,10.907,4,1.5,2.5,63.0,0,104,9.18,-56.78,0.162,3.83,-15.08,0.254,-3.46,-70.93,-0.049,9860,0.705,0.7299,0.6436,0.6868,12.929,14,2.0,4.9,27.5,0,174,6.27,-80.45,0.078,3.93,-64.28,0.061,0.16,-83.03,0.002,5069,0.5115,0.4302,0.8145,0.6224,19.932,11,2.0,3.5,22.0,0,165,7.0,-61.37,0.114,-1.87,-54.34,-0.034,-12.69,-95.9,-0.132,False,0.6497999999999999,11.2195
"hmm(p_on=0.7,p_off=0.3)",hmm,"{""p_on"": 0.7, ""p_off"": 0.3}",13841,0.7139,0.7692,0.4536,0.6114,7.11,9,15.0,43.6,31.0,0,146,7.77,-49.15,0.158,4.08,-32.03,0.127,-0.17,-67.8,-0.003,5212,0.679,0.6505,0.9245,0.7875,7.819,4,1.5,2.5,65.0,0,74,9.18,-56.78,0.162,5.13,-18.52,0.277,-1.33,-57.08,-0.023,9860,0.7025,0.7188,0.6626,0.6907,9.828,14,2.0,5.2,30.0,0,135,6.27,-80.45,0.078,5.57,-47.06,0.118,2.99,-69.55,0.043,5069,0.4981,0.4079,0.8341,0.621,13.707,11,1.0,3.4,22.0,0,114,7.0,-61.37,0.114,-0.73,-45.02,-0.016,-11.3,-94.71,-0.119,False,0.65105,8.469
