factor,ticker,k,sign,r_disc,t_disc,replicated
rate_jp,1801.T,24,-1.0,-0.1657,-3.59,False
rate_jp,1808.T,1,1.0,0.1659,3.68,True
rate_jp,2502.T,23,1.0,0.1468,3.17,False
rate_jp,2871.T,5,-1.0,-0.1395,-3.07,True
rate_jp,3099.T,22,1.0,0.1526,3.3,False
rate_jp,4307.T,12,1.0,0.1592,3.49,False
rate_jp,4502.T,21,-1.0,-0.1502,-3.25,False
rate_jp,4503.T,23,1.0,0.1589,3.44,False
rate_jp,4523.T,21,-1.0,-0.1628,-3.54,False
rate_jp,4902.T,19,-1.0,-0.1663,-3.62,False
rate_jp,5631.T,20,-1.0,-0.1765,-3.85,False
rate_jp,5714.T,21,1.0,0.1457,3.16,False
rate_jp,6273.T,7,-1.0,-0.1403,-3.08,False
rate_jp,6301.T,19,-1.0,-0.1392,-3.02,False
rate_jp,6326.T,5,1.0,0.1578,3.48,False
rate_jp,6471.T,21,1.0,0.1752,3.81,False
rate_jp,6724.T,19,1.0,0.1457,3.16,True
rate_jp,6770.T,18,-1.0,-0.1388,-3.01,False
rate_jp,7201.T,11,-1.0,-0.1598,-3.51,False
rate_jp,7267.T,7,-1.0,-0.1857,-4.11,False
rate_jp,7752.T,23,-1.0,-0.1413,-3.05,False
rate_jp,7832.T,26,1.0,0.1493,3.22,False
rate_jp,8015.T,25,-1.0,-0.1534,-3.31,False
rate_jp,8035.T,26,-1.0,-0.1497,-3.23,False
rate_jp,8058.T,25,-1.0,-0.1782,-3.86,False
rate_jp,8267.T,10,1.0,0.1553,3.41,False
rate_jp,8304.T,21,-1.0,-0.1439,-3.12,False
rate_jp,8697.T,10,-1.0,-0.1574,-3.1,False
rate_jp,8725.T,8,-1.0,-0.1542,-3.12,True
rate_jp,8801.T,2,-1.0,-0.1621,-3.59,False
rate_jp,9101.T,25,-1.0,-0.1724,-3.73,False
rate_jp,9104.T,25,-1.0,-0.1527,-3.3,False
rate_jp,9433.T,24,1.0,0.1406,3.03,False
rate_jp,9531.T,19,1.0,0.1751,3.82,False
rate_jp,9735.T,21,-1.0,-0.1665,-3.62,False
rate_jp,9766.T,20,-1.0,-0.1572,-3.41,False
rate_jp,9983.T,14,-1.0,-0.1831,-4.02,False
rate_jp,1719.T,17,1.0,0.1571,3.42,False
rate_jp,2371.T,7,-1.0,-0.1483,-3.26,False
rate_jp,2587.T,9,1.0,0.2589,3.02,False
rate_jp,2670.T,21,-1.0,-0.1653,-3.59,False
rate_jp,3105.T,26,-1.0,-0.1414,-3.04,False
rate_jp,3635.T,25,1.0,0.1554,3.36,False
rate_jp,4045.T,20,-1.0,-0.144,-3.12,False
rate_jp,4186.T,7,-1.0,-0.1404,-3.08,False
rate_jp,4272.T,23,1.0,0.145,3.13,False
rate_jp,4544.T,17,-1.0,-0.1524,-3.32,False
rate_jp,4612.T,10,-1.0,-0.175,-3.85,False
rate_jp,4684.T,4,1.0,0.1427,3.15,False
rate_jp,4733.T,7,1.0,0.1472,3.24,False
rate_jp,4768.T,12,1.0,0.1395,3.05,False
rate_jp,4912.T,26,1.0,0.1408,3.03,False
rate_jp,5393.T,12,1.0,0.1606,3.52,False
rate_jp,6136.T,10,-1.0,-0.1473,-3.23,False
rate_jp,6141.T,5,1.0,0.1414,3.11,False
rate_jp,6368.T,3,1.0,0.1512,3.34,False
rate_jp,6370.T,5,1.0,0.1558,3.44,False
rate_jp,6417.T,23,1.0,0.1438,3.11,False
rate_jp,6481.T,21,1.0,0.1412,3.05,False
rate_jp,6586.T,19,-1.0,-0.1411,-3.06,False
rate_jp,6674.T,1,1.0,0.1386,3.06,False
rate_jp,6849.T,21,-1.0,-0.1465,-3.17,False
rate_jp,6952.T,1,-1.0,-0.1519,-3.36,False
rate_jp,7189.T,9,-1.0,-0.1372,-3.01,False
rate_jp,7309.T,3,1.0,0.1381,3.05,False
rate_jp,7701.T,5,1.0,0.1512,3.33,False
rate_jp,7729.T,12,1.0,0.1695,3.72,False
rate_jp,8111.T,7,1.0,0.1677,3.7,False
rate_jp,8113.T,23,1.0,0.193,4.2,False
rate_jp,8227.T,23,1.0,0.1397,3.02,False
rate_jp,9401.T,19,1.0,0.1465,3.18,False
rate_jp,9449.T,1,1.0,0.157,3.48,False
rate_jp,9989.T,19,1.0,0.1746,3.81,False
rate_jp,1377.T,19,1.0,0.1444,3.13,True
rate_jp,1766.T,5,1.0,0.1647,3.64,False
rate_jp,1861.T,1,1.0,0.1396,3.09,False
rate_jp,1882.T,17,1.0,0.1441,3.13,False
rate_jp,1898.T,24,-1.0,-0.1878,-4.08,False
rate_jp,1926.T,24,-1.0,-0.1457,-3.15,False
rate_jp,1961.T,1,1.0,0.1428,3.16,False
rate_jp,1979.T,1,1.0,0.1396,3.09,False
rate_jp,1980.T,23,1.0,0.1592,3.45,False
rate_jp,2168.T,19,1.0,0.1594,3.47,False
rate_jp,2602.T,21,-1.0,-0.1455,-3.15,False
rate_jp,2659.T,7,1.0,0.1451,3.19,False
rate_jp,3201.T,19,1.0,0.1447,3.14,False
rate_jp,3660.T,15,-1.0,-0.2245,-3.22,False
rate_jp,3778.T,10,-1.0,-0.1373,-3.0,False
rate_jp,4547.T,19,1.0,0.144,3.12,True
rate_jp,4819.T,10,-1.0,-0.1576,-3.46,False
rate_jp,4975.T,14,1.0,0.1379,3.0,False
rate_jp,5202.T,8,1.0,0.1418,3.11,False
rate_jp,5302.T,20,-1.0,-0.1726,-3.76,False
rate_jp,5857.T,20,-1.0,-0.1591,-3.46,False
rate_jp,5949.T,12,1.0,0.1663,3.65,False
rate_jp,5988.T,12,1.0,0.1428,3.12,False
rate_jp,6104.T,5,1.0,0.1498,3.3,False
rate_jp,6143.T,2,1.0,0.1475,3.26,False
rate_jp,6277.T,16,-1.0,-0.1418,-3.09,False
rate_jp,6282.T,9,-1.0,-0.159,-3.5,False
rate_jp,6395.T,5,1.0,0.1791,3.97,False
rate_jp,6419.T,18,1.0,0.1486,3.23,False
rate_jp,6474.T,2,1.0,0.1527,3.38,False
rate_jp,6486.T,26,1.0,0.1476,3.18,False
rate_jp,6490.T,24,-1.0,-0.1577,-3.41,False
rate_jp,6622.T,2,1.0,0.1399,3.09,False
rate_jp,6652.T,7,1.0,0.1618,3.57,False
rate_jp,6807.T,2,1.0,0.1697,3.76,False
rate_jp,6810.T,4,1.0,0.1549,3.19,False
rate_jp,6859.T,2,1.0,0.1517,3.36,False
rate_jp,6908.T,1,1.0,0.1516,3.36,False
rate_jp,6914.T,9,-1.0,-0.1385,-3.03,False
rate_jp,6999.T,26,1.0,0.14,3.01,False
rate_jp,7220.T,12,1.0,0.1531,3.35,False
rate_jp,7239.T,12,1.0,0.1586,3.47,False
rate_jp,7433.T,12,1.0,0.1457,3.19,False
rate_jp,7630.T,19,1.0,0.15,3.26,False
rate_jp,7762.T,18,1.0,0.1637,3.57,False
rate_jp,7990.T,20,1.0,0.1548,3.36,False
rate_jp,7995.T,16,-1.0,-0.1428,-3.11,True
rate_jp,8016.T,23,1.0,0.1424,3.07,False
rate_jp,8022.T,11,-1.0,-0.1644,-3.61,False
rate_jp,8057.T,9,-1.0,-0.1622,-3.57,False
rate_jp,8130.T,23,1.0,0.1533,3.32,False
rate_jp,8218.T,23,1.0,0.1596,3.46,False
rate_jp,8346.T,23,1.0,0.1396,3.01,False
rate_jp,8386.T,12,1.0,0.1383,3.02,False
rate_jp,8388.T,19,1.0,0.1522,3.31,False
rate_jp,8544.T,21,-1.0,-0.1584,-3.44,False
rate_jp,8600.T,9,-1.0,-0.1382,-3.03,False
rate_jp,8706.T,24,-1.0,-0.1597,-3.45,False
rate_jp,8771.T,1,-1.0,-0.1862,-3.29,False
rate_jp,8803.T,25,-1.0,-0.1986,-4.32,False
rate_jp,8923.T,15,-1.0,-0.155,-3.38,False
rate_jp,9110.T,25,-1.0,-0.1399,-3.01,False
rate_jp,9119.T,25,-1.0,-0.1795,-3.89,False
rate_jp,9409.T,19,1.0,0.1616,3.52,False
rate_jp,9412.T,24,1.0,0.1681,3.64,False
rate_jp,9601.T,4,1.0,0.1603,3.54,False
rate_jp,9603.T,16,-1.0,-0.1577,-3.44,False
rate_jp,9824.T,1,1.0,0.1543,3.42,False
rate_jp,9842.T,15,-1.0,-0.1577,-3.44,False
rate_jp,9869.T,24,1.0,0.1435,3.1,False
rate_jp,9882.T,26,1.0,0.1576,3.4,False
rate_jp,9900.T,4,1.0,0.161,3.56,False
rate_us,1605.T,1,-1.0,-0.1449,-3.2,False
rate_us,1808.T,24,-1.0,-0.1498,-3.23,False
rate_us,1963.T,1,-1.0,-0.1467,-3.25,False
rate_us,2503.T,2,-1.0,-0.1598,-3.54,False
rate_us,2768.T,2,1.0,0.1425,3.15,False
rate_us,2801.T,7,1.0,0.1715,3.78,False
rate_us,2802.T,23,1.0,0.1508,3.26,False
rate_us,3382.T,3,1.0,0.1444,3.19,False
rate_us,3402.T,14,1.0,0.15,3.27,False
rate_us,4004.T,11,1.0,0.1509,3.31,False
rate_us,4188.T,17,-1.0,-0.1402,-3.05,False
rate_us,4503.T,3,1.0,0.1377,3.04,False
rate_us,4543.T,7,1.0,0.1436,3.16,False
rate_us,4911.T,13,1.0,0.1527,3.34,False
rate_us,5108.T,4,1.0,0.1557,3.44,False
rate_us,5233.T,14,1.0,0.1778,3.9,False
rate_us,5706.T,12,1.0,0.146,3.19,False
rate_us,5802.T,12,1.0,0.1489,3.26,False
rate_us,6301.T,2,1.0,0.139,3.07,False
rate_us,6361.T,21,1.0,0.1399,3.03,False
rate_us,6367.T,3,-1.0,-0.1416,-3.12,False
rate_us,6504.T,18,-1.0,-0.1674,-3.65,False
rate_us,6506.T,2,1.0,0.1773,3.94,False
rate_us,6770.T,11,1.0,0.1583,3.47,False
rate_us,6857.T,26,-1.0,-0.1486,-3.2,False
rate_us,6902.T,7,-1.0,-0.1725,-3.81,False
rate_us,7012.T,2,1.0,0.1514,3.35,False
rate_us,7201.T,10,1.0,0.1468,3.22,False
rate_us,7202.T,7,-1.0,-0.1412,-3.1,False
rate_us,7267.T,7,-1.0,-0.1696,-3.74,False
rate_us,7269.T,7,-1.0,-0.1378,-3.03,False
rate_us,7272.T,16,1.0,0.1564,3.41,False
rate_us,7453.T,3,1.0,0.1462,3.23,False
rate_us,7532.T,3,1.0,0.1777,3.94,False
rate_us,7735.T,24,-1.0,-0.1849,-4.02,False
rate_us,8001.T,2,1.0,0.1366,3.01,False
rate_us,8002.T,2,1.0,0.1477,3.26,False
rate_us,8031.T,2,1.0,0.1373,3.03,False
rate_us,8058.T,3,-1.0,-0.1381,-3.04,False
rate_us,8591.T,12,1.0,0.1391,3.04,False
rate_us,9101.T,2,1.0,0.1537,3.4,False
rate_us,9104.T,3,-1.0,-0.1427,-3.15,False
rate_us,9432.T,2,-1.0,-0.1379,-3.04,False
rate_us,9531.T,2,-1.0,-0.1624,-3.6,False
rate_us,1820.T,25,-1.0,-0.1672,-3.62,False
rate_us,2331.T,23,1.0,0.1835,3.99,False
rate_us,2607.T,3,1.0,0.1393,3.07,False
rate_us,3107.T,26,1.0,0.1465,3.15,False
rate_us,3360.T,16,1.0,0.1833,4.02,False
rate_us,3391.T,3,1.0,0.1631,3.61,False
rate_us,3774.T,24,1.0,0.1464,3.16,False
rate_us,4203.T,12,1.0,0.1599,3.5,False
rate_us,4768.T,16,1.0,0.1589,3.47,False
rate_us,5110.T,17,1.0,0.1519,3.31,False
rate_us,5463.T,13,-1.0,-0.144,-3.14,False
rate_us,5929.T,3,1.0,0.1796,3.99,False
rate_us,6417.T,9,-1.0,-0.1603,-3.52,False
rate_us,6436.T,13,-1.0,-0.1804,-3.96,False
rate_us,6481.T,7,-1.0,-0.1558,-3.43,False
rate_us,6632.T,21,-1.0,-0.1567,-3.4,False
rate_us,6674.T,1,1.0,0.1544,3.42,False
rate_us,6707.T,12,1.0,0.1455,3.18,False
rate_us,6923.T,4,1.0,0.2321,5.21,False
rate_us,6952.T,14,-1.0,-0.1434,-3.13,False
rate_us,7240.T,16,-1.0,-0.1469,-3.2,False
rate_us,7276.T,11,-1.0,-0.1411,-3.09,False
rate_us,7282.T,16,-1.0,-0.142,-3.09,False
rate_us,7309.T,3,1.0,0.163,3.61,False
rate_us,7313.T,16,-1.0,-0.1709,-3.72,False
rate_us,7616.T,9,-1.0,-0.147,-3.22,False
rate_us,7729.T,12,1.0,0.1416,3.09,False
rate_us,7747.T,16,1.0,0.1437,3.13,False
rate_us,7936.T,12,1.0,0.1472,3.22,False
rate_us,8111.T,20,-1.0,-0.1561,-3.39,False
rate_us,8227.T,12,1.0,0.1413,3.09,False
rate_us,8242.T,23,1.0,0.1636,3.55,False
rate_us,8377.T,15,-1.0,-0.1492,-3.25,False
rate_us,8439.T,25,-1.0,-0.1404,-3.02,False
rate_us,9404.T,3,1.0,0.1706,3.78,False
rate_us,9744.T,3,1.0,0.1556,3.44,False
rate_us,9934.T,4,1.0,0.1505,3.32,False
rate_us,1419.T,24,-1.0,-0.2542,-3.12,False
rate_us,1515.T,12,1.0,0.1375,3.0,False
rate_us,1663.T,24,-1.0,-0.2916,-3.05,False
rate_us,1870.T,2,-1.0,-0.1793,-3.99,False
rate_us,1941.T,3,1.0,0.1552,3.43,False
rate_us,1952.T,12,1.0,0.1568,3.43,False
rate_us,1975.T,3,1.0,0.1397,3.08,False
rate_us,2109.T,23,1.0,0.1475,3.19,False
rate_us,2146.T,9,1.0,0.1732,3.82,False
rate_us,2154.T,12,1.0,0.1447,3.08,False
rate_us,2664.T,12,1.0,0.1424,3.11,False
rate_us,2815.T,3,1.0,0.1573,3.48,False
rate_us,3036.T,6,1.0,0.1915,3.92,False
rate_us,3050.T,3,1.0,0.192,4.27,False
rate_us,3167.T,21,1.0,0.1451,3.14,False
rate_us,3201.T,12,1.0,0.1506,3.3,False
rate_us,3387.T,2,-1.0,-0.1676,-3.72,False
rate_us,3569.T,3,1.0,0.1707,3.78,False
rate_us,4109.T,26,-1.0,-0.164,-3.54,False
rate_us,4212.T,3,1.0,0.153,3.38,False
rate_us,4368.T,14,1.0,0.1501,3.28,False
rate_us,4617.T,19,1.0,0.1513,3.29,False
rate_us,4849.T,24,-1.0,-0.1425,-3.07,False
rate_us,4971.T,1,1.0,0.1564,3.47,False
rate_us,5262.T,25,-1.0,-0.1446,-3.12,False
rate_us,5440.T,9,-1.0,-0.1418,-3.1,False
rate_us,5602.T,9,-1.0,-0.1492,-3.28,False
rate_us,5741.T,12,1.0,0.17,3.73,False
rate_us,5975.T,3,1.0,0.1713,3.8,False
rate_us,6101.T,2,1.0,0.1364,3.01,False
rate_us,6135.T,2,1.0,0.1371,3.03,False
rate_us,6143.T,2,1.0,0.149,3.29,False
rate_us,6254.T,10,1.0,0.1492,3.12,False
rate_us,6277.T,1,1.0,0.1388,3.07,False
rate_us,6278.T,16,-1.0,-0.1482,-3.23,False
rate_us,6458.T,16,1.0,0.1454,3.16,False
rate_us,6474.T,2,1.0,0.1482,3.28,False
rate_us,6652.T,12,1.0,0.1739,3.82,False
rate_us,6703.T,2,1.0,0.1472,3.25,False
rate_us,6727.T,25,-1.0,-0.1522,-3.29,False
rate_us,6737.T,12,1.0,0.1421,3.11,False
rate_us,6807.T,2,1.0,0.1542,3.41,False
rate_us,6810.T,22,-1.0,-0.2198,-4.59,False
rate_us,6859.T,2,1.0,0.1638,3.63,False
rate_us,6908.T,1,1.0,0.1803,4.01,False
rate_us,6996.T,2,1.0,0.1363,3.01,False
rate_us,7224.T,12,1.0,0.1466,3.21,False
rate_us,7239.T,19,-1.0,-0.1426,-3.09,False
rate_us,7246.T,12,1.0,0.1508,3.3,False
rate_us,7456.T,4,1.0,0.1602,3.54,False
rate_us,7606.T,3,1.0,0.1611,3.57,False
rate_us,7821.T,25,-1.0,-0.1576,-3.33,False
rate_us,7947.T,16,1.0,0.1578,3.44,False
rate_us,8016.T,13,-1.0,-0.1404,-3.06,False
rate_us,8022.T,11,-1.0,-0.1815,-4.0,False
rate_us,8057.T,1,1.0,0.1383,3.06,False
rate_us,8074.T,4,1.0,0.1705,3.78,False
rate_us,8130.T,3,1.0,0.156,3.45,False
rate_us,8154.T,12,1.0,0.1634,3.58,False
rate_us,8179.T,9,-1.0,-0.1396,-3.06,False
rate_us,8276.T,3,1.0,0.1671,3.7,False
rate_us,8336.T,11,-1.0,-0.1399,-3.06,False
rate_us,8358.T,11,-1.0,-0.1539,-3.37,False
rate_us,8368.T,11,-1.0,-0.1611,-3.54,False
rate_us,8388.T,11,-1.0,-0.1474,-3.23,False
rate_us,8511.T,2,1.0,0.1465,3.24,False
rate_us,8522.T,9,-1.0,-0.1383,-3.03,False
rate_us,8524.T,6,1.0,0.2279,3.02,False
rate_us,8600.T,11,-1.0,-0.1746,-3.84,False
rate_us,8698.T,2,1.0,0.1408,3.11,False
rate_us,9551.T,20,-1.0,-0.3953,-3.07,False
rate_us,9603.T,3,1.0,0.1537,3.4,False
rate_us,9672.T,1,1.0,0.1715,3.81,False
rate_us,9743.T,3,1.0,0.144,3.18,False
rate_us,9832.T,9,-1.0,-0.2169,-4.82,False
rate_us,9869.T,3,1.0,0.1654,3.66,False
rate_us,9948.T,3,1.0,0.1432,3.16,False
rate_us,9956.T,3,1.0,0.1387,3.06,False
rate_us,9974.T,9,-1.0,-0.1922,-3.95,False
oil,1605.T,1,-1.0,-0.1427,-3.16,False
oil,1801.T,8,-1.0,-0.1388,-3.04,False
oil,1802.T,12,1.0,0.1402,3.06,False
oil,1808.T,14,1.0,0.1463,3.19,False
oil,1812.T,19,1.0,0.1397,3.03,False
oil,2269.T,16,1.0,0.1753,3.33,False
oil,2503.T,21,1.0,0.1389,3.0,False
oil,2768.T,4,1.0,0.1415,3.12,False
oil,3086.T,3,1.0,0.1375,3.03,False
oil,3382.T,5,1.0,0.1488,3.28,False
oil,3402.T,1,-1.0,-0.1542,-3.42,False
oil,3436.T,10,-1.0,-0.1411,-3.09,False
oil,4021.T,5,1.0,0.1671,3.69,False
oil,4042.T,16,-1.0,-0.155,-3.38,False
oil,4061.T,21,-1.0,-0.1793,-3.9,False
oil,4063.T,5,1.0,0.1509,3.33,False
oil,4183.T,16,-1.0,-0.1563,-3.41,False
oil,4324.T,7,1.0,0.1602,3.53,False
oil,4452.T,24,1.0,0.1606,3.47,False
oil,4502.T,16,1.0,0.1426,3.1,True
oil,4543.T,4,-1.0,-0.1486,-3.28,False
oil,4902.T,4,1.0,0.165,3.65,False
oil,5101.T,19,-1.0,-0.1537,-3.34,False
oil,5233.T,18,-1.0,-0.1697,-3.7,False
oil,543A.T,2,1.0,0.1592,3.52,False
oil,5711.T,4,1.0,0.1398,3.08,False
oil,5803.T,2,1.0,0.1393,3.08,False
oil,6103.T,16,-1.0,-0.2051,-4.52,False
oil,6302.T,16,-1.0,-0.1581,-3.45,False
oil,6361.T,16,-1.0,-0.1958,-4.3,False
oil,6471.T,2,1.0,0.138,3.05,True
oil,6473.T,5,1.0,0.1665,3.68,False
oil,6501.T,21,1.0,0.1624,3.53,False
oil,6506.T,2,1.0,0.1413,3.12,False
oil,6702.T,6,1.0,0.1603,3.54,False
oil,6723.T,20,-1.0,-0.144,-3.12,False
oil,6758.T,1,1.0,0.1488,3.29,False
oil,6954.T,9,-1.0,-0.1606,-3.53,False
oil,6971.T,12,-1.0,-0.1791,-3.94,False
oil,6976.T,16,-1.0,-0.1434,-3.12,False
oil,7201.T,24,-1.0,-0.1816,-3.94,False
oil,7267.T,24,-1.0,-0.1465,-3.16,False
oil,7272.T,24,-1.0,-0.1951,-4.25,False
oil,7731.T,2,1.0,0.1556,3.44,False
oil,7735.T,24,-1.0,-0.1577,-3.41,False
oil,8053.T,13,-1.0,-0.1614,-3.53,False
oil,8304.T,5,-1.0,-0.1829,-4.05,False
oil,8306.T,11,1.0,0.1451,3.18,False
oil,8309.T,3,1.0,0.1558,3.44,False
oil,8316.T,1,1.0,0.143,3.16,False
oil,8411.T,11,1.0,0.1676,3.68,False
oil,8591.T,11,1.0,0.1825,4.02,False
oil,8604.T,2,1.0,0.1387,3.06,False
oil,8630.T,20,-1.0,-0.1784,-3.12,False
oil,8697.T,12,-1.0,-0.1967,-3.91,False
oil,8725.T,8,-1.0,-0.167,-3.39,False
oil,8766.T,7,1.0,0.1422,3.13,True
oil,8795.T,20,-1.0,-0.1937,-4.23,False
oil,8804.T,4,1.0,0.1376,3.03,False
oil,9101.T,1,-1.0,-0.1401,-3.1,False
oil,9502.T,16,1.0,0.1464,3.19,False
oil,9532.T,16,1.0,0.1413,3.07,False
oil,9735.T,24,1.0,0.1786,3.88,False
oil,1820.T,1,1.0,0.1601,3.55,False
oil,1878.T,11,-1.0,-0.1376,-3.01,False
oil,2201.T,1,-1.0,-0.1488,-3.29,False
oil,2229.T,7,1.0,0.2213,3.57,False
oil,2579.T,16,1.0,0.1574,3.43,False
oil,2607.T,21,1.0,0.1409,3.05,False
oil,3048.T,1,1.0,0.2073,4.19,False
oil,3105.T,23,-1.0,-0.1837,-4.0,False
oil,3107.T,6,-1.0,-0.1391,-3.06,False
oil,3116.T,4,1.0,0.14,3.08,False
oil,3288.T,8,1.0,0.2899,3.26,False
oil,3591.T,1,-1.0,-0.139,-3.07,False
oil,3941.T,12,1.0,0.1438,3.14,False
oil,4062.T,10,-1.0,-0.153,-3.36,False
oil,4114.T,20,-1.0,-0.1663,-3.62,False
oil,4118.T,26,1.0,0.162,3.5,False
oil,4186.T,26,1.0,0.1511,3.26,False
oil,4203.T,20,-1.0,-0.1604,-3.49,False
oil,4401.T,20,-1.0,-0.145,-3.14,False
oil,4403.T,6,-1.0,-0.1826,-4.04,False
oil,4528.T,16,1.0,0.1429,3.11,False
oil,5105.T,9,1.0,0.1614,3.55,False
oil,5232.T,18,-1.0,-0.1445,-3.14,False
oil,6268.T,2,1.0,0.1436,3.17,False
oil,6436.T,9,-1.0,-0.1553,-3.41,False
oil,6465.T,21,1.0,0.1832,3.56,False
oil,6592.T,18,-1.0,-0.1385,-3.0,False
oil,6707.T,19,1.0,0.1913,4.18,False
oil,6845.T,1,-1.0,-0.1581,-3.5,False
oil,6849.T,24,1.0,0.1558,3.37,False
oil,6923.T,2,1.0,0.1673,3.71,False
oil,6952.T,14,-1.0,-0.1508,-3.29,False
oil,7240.T,12,-1.0,-0.1587,-3.48,False
oil,7276.T,2,1.0,0.1467,3.24,False
oil,7309.T,16,1.0,0.1485,3.23,False
oil,7476.T,3,1.0,0.1539,3.4,False
oil,7649.T,16,1.0,0.1383,3.01,False
oil,7729.T,26,-1.0,-0.1462,-3.15,False
oil,7956.T,17,1.0,0.1502,3.27,False
oil,7988.T,6,1.0,0.1576,3.48,False
oil,8060.T,1,-1.0,-0.1888,-4.21,False
oil,8088.T,1,-1.0,-0.1389,-3.07,False
oil,8111.T,25,-1.0,-0.1534,-3.31,False
oil,8282.T,20,-1.0,-0.1587,-3.45,False
oil,8593.T,11,1.0,0.2032,4.49,False
oil,9627.T,15,1.0,0.1908,3.96,False
oil,9697.T,5,1.0,0.1418,3.12,False
oil,9831.T,20,-1.0,-0.1612,-3.5,False
oil,9989.T,12,1.0,0.1706,3.75,False
oil,1663.T,10,1.0,0.3196,3.37,False
oil,1934.T,24,1.0,0.1458,3.15,False
oil,2146.T,18,1.0,0.1472,3.2,True
oil,2168.T,21,-1.0,-0.1692,-3.68,False
oil,2730.T,4,1.0,0.1608,3.55,False
oil,2767.T,3,-1.0,-0.1396,-3.08,False
oil,3036.T,24,-1.0,-0.1622,-3.3,False
oil,3167.T,17,1.0,0.1388,3.01,False
oil,3186.T,17,-1.0,-0.2733,-3.15,False
oil,3387.T,13,-1.0,-0.2016,-4.45,False
oil,3636.T,11,1.0,0.1711,3.13,False
oil,4023.T,21,1.0,0.1447,3.13,False
oil,4212.T,3,1.0,0.1469,3.24,False
oil,4216.T,6,-1.0,-0.1424,-3.13,False
oil,4547.T,24,1.0,0.1494,3.23,False
oil,4565.T,7,1.0,0.1461,3.21,False
oil,4634.T,25,1.0,0.1499,3.23,False
oil,4686.T,20,-1.0,-0.1582,-3.44,False
oil,4722.T,5,1.0,0.1458,3.21,False
oil,4919.T,24,1.0,0.1691,3.66,False
oil,5331.T,15,1.0,0.1695,3.71,True
oil,547A.T,11,1.0,0.1641,3.6,True
oil,5480.T,10,1.0,0.1442,3.16,False
oil,5563.T,11,1.0,0.1445,3.16,False
oil,5602.T,4,1.0,0.1363,3.0,True
oil,5857.T,13,-1.0,-0.141,-3.08,False
oil,5970.T,5,1.0,0.1532,3.38,False
oil,6254.T,10,1.0,0.1497,3.13,False
oil,6315.T,11,1.0,0.1601,3.51,False
oil,6363.T,5,1.0,0.1551,3.42,False
oil,6371.T,24,-1.0,-0.148,-3.19,False
oil,6407.T,2,-1.0,-0.1417,-3.13,False
oil,6486.T,25,-1.0,-0.1522,-3.29,False
oil,6588.T,7,1.0,0.1455,3.2,True
oil,6768.T,24,-1.0,-0.1508,-3.26,False
oil,6787.T,24,-1.0,-0.1509,-3.26,False
oil,6810.T,21,1.0,0.1622,3.35,False
oil,6908.T,17,-1.0,-0.1823,-3.99,False
oil,6995.T,19,-1.0,-0.1442,-3.13,False
oil,7173.T,1,1.0,0.3626,3.06,False
oil,7220.T,4,1.0,0.1615,3.57,False
oil,7241.T,8,1.0,0.1846,4.08,False
oil,7246.T,24,-1.0,-0.1485,-3.21,False
oil,7419.T,13,-1.0,-0.1468,-3.21,False
oil,7545.T,19,1.0,0.1536,3.34,False
oil,7552.T,24,1.0,0.1592,3.44,False
oil,7740.T,20,-1.0,-0.171,-3.72,False
oil,7745.T,12,1.0,0.1387,3.03,False
oil,7821.T,3,1.0,0.1608,3.4,False
oil,7826.T,1,1.0,0.18,4.0,False
oil,7915.T,19,1.0,0.1982,4.34,False
oil,7947.T,12,1.0,0.1421,3.11,False
oil,7995.T,20,-1.0,-0.1839,-4.01,False
oil,8273.T,12,1.0,0.145,3.17,False
oil,8276.T,6,-1.0,-0.1475,-3.25,False
oil,8278.T,2,-1.0,-0.143,-3.16,False
oil,8336.T,7,-1.0,-0.1377,-3.02,False
oil,8616.T,20,-1.0,-0.1727,-3.76,False
oil,8706.T,11,1.0,0.1759,3.87,False
oil,8850.T,25,-1.0,-0.1566,-3.38,False
oil,8923.T,25,-1.0,-0.1643,-3.55,False
oil,9543.T,11,-1.0,-0.1526,-3.34,False
oil,9699.T,16,1.0,0.1411,3.07,False
oil,9715.T,20,-1.0,-0.154,-3.34,False
oil,9882.T,19,1.0,0.1414,3.07,False
fx,1605.T,12,-1.0,-0.1666,-3.66,False
fx,1925.T,1,-1.0,-0.1497,-3.31,False
fx,2269.T,4,-1.0,-0.1613,-3.05,False
fx,3697.T,13,-1.0,-0.3866,-3.14,False
fx,4004.T,11,1.0,0.14,3.06,False
fx,4523.T,18,1.0,0.1397,3.03,False
fx,5101.T,9,1.0,0.1529,3.36,False
fx,5406.T,4,1.0,0.1493,3.29,False
fx,543A.T,2,1.0,0.1683,3.73,False
fx,6305.T,2,1.0,0.1394,3.08,False
fx,6645.T,2,1.0,0.1574,3.48,False
fx,6724.T,20,-1.0,-0.146,-3.16,False
fx,6902.T,14,-1.0,-0.1408,-3.07,False
fx,7261.T,2,1.0,0.1643,3.64,False
fx,7974.T,19,1.0,0.1999,4.38,True
fx,8331.T,1,-1.0,-0.1564,-3.47,False
fx,8591.T,6,1.0,0.1551,3.42,False
fx,8801.T,2,-1.0,-0.155,-3.43,False
fx,8802.T,2,-1.0,-0.158,-3.5,False
fx,9433.T,14,1.0,0.1532,3.35,True
fx,2331.T,13,1.0,0.1483,3.24,False
fx,3105.T,14,-1.0,-0.1436,-3.13,False
fx,3391.T,25,1.0,0.1537,3.32,False
